Tombo;local_num;Localidade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
89578;;Peixe;7;17;9;12;10;13;186;NA;4;38;11;5;14;18;7;11;61;21;15;6;NA;0;1;0;0;0;0;0;NA
89581;;Peixe;7;15;10;11;10;11;NA;NA;NA;NA;7;2;14;20;7;12;62;18;15;NA;NA;1;1;0;2;0;0;0;NA
89580;;Peixe;7;16;11;12;10;11;187;NA;NA;39;10;5;14;17;7;13;66;21;17;NA;NA;0;1;0;0;0;0;0;NA
89576;;Peixe;8;16;10;12;10;14;165;NA;NA;42;11;4;14;20;10;12;72;21;14;6;NA;1;1;1;0;0;0;0;0
88728;;Peixe;7;17;10;12;10;12;198;NA;5;41;11;4;14;20;7;11;61;20;15;6;NA;1;1;0;2;0;0;0;0
88730;;Peixe;8;15;10;10;10;13;196;6;4;42;9;3;15;19;7;12;64;20;15;6;11;0;1;1;2;0;0;1;0
88729;;Peixe;8;15;14;12;11;14;197;NA;NA;43;6;3;14;21;7;13;59;20;14;4;NA;0;1;1;0;0;0;1;NA
88731;;Peixe;7;14;10;10;10;13;169;7;5;37;8;3;14;18;5;11;61;18;15;9;NA;0;1;1;0;0;0;1;0
96288;;Peixe;7;15;10;12;10;12;169;6;4;38;8;3;14;20;6;12;60;21;15;8;8;1;1;1;0;1;0;1;0
96286;;Peixe;7;16;10;12;9;13;170;NA;NA;37;9;3;14;16;9;12;65;16;15;8;NA;1;1;1;0;0;0;0;0
96292;;Peixe;8;15;9;12;10;13;189;6;4;44;9;4;14;19;6;11;60;18;14;6;NA;0;1;1;0;0;0;0;0
96284;;Peixe;7;16;9;10;8;13;186;7;4;35;9;4;14;20;5;13;58;18;14;6;NA;1;1;1;0;0;0;0;0
96290;;Peixe;7;16;11;11;10;12;194;7;4;36;9;4;14;20;6;11;59;19;16;7;NA;1;1;0;0;0;0;0;0
96289;;Peixe;7;16;9;12;8;12;193;NA;NA;47;10;4;14;18;7;14;69;20;16;5;NA;1;1;1;0;0;0;0;0
96291;;Peixe;7;16;11;12;10;12;165;NA;NA;40;10;3;14;18;3;13;58;22;16;NA;NA;0;1;1;0;0;0;1;NA
96285;;Peixe;7;16;9;12;10;14;194;8;5;42;8;3;14;18;6;12;66;19;15;5;13;1;1;1;0;0;0;1;0
78736;;BarradoGarcas;7;16;12;12;10;14;NA;NA;NA;36;8;4;14;19;6;13;72;21;15;NA;NA;1;1;1;2;0;0;0;NA
78735;;BarradoGarcas;7;14;11;12;10;13;NA;NA;NA;NA;8;4;14;19;4;11;NA;NA;16;NA;NA;1;1;1;2;0;0;1;NA
78732;;BarradoGarcas;8;16;8;12;9;13;NA;NA;4;NA;NA;3;13;17;5;12;60;21;16;4;NA;0;1;0;2;0;0;1;0
78733;;BarradoGarcas;7;14;10;14;10;13;NA;NA;NA;NA;NA;3;14;18;3;12;66;19;16;5;NA;0;1;1;2;0;0;1;NA
78738;;BarradoGarcas;8;15;10;12;8;13;NA;NA;4;NA;9;3;14;21;4;11;NA;22;16;6;NA;0;1;0;2;0;0;1;0
78737;;BarradoGarcas;7;15;9;11;10;13;NA;NA;NA;NA;10;5;13;NA;6;14;NA;21;16;6;NA;0;1;0;0;0;0;0;0
78734;;BarradoGarcas;8;16;10;12;10;13;178;NA;5;31;9;5;14;19;4;12;63;19;14;6;NA;1;1;0;0;0;0;1;0
1309;;Estreito;7;14;10;10;10;14;169;7;5;41;9;5;14;18;5;12;51;19;20;7;NA;1;1;1;0;0;0;0;0
2080;;Estreito;7;14;10;12;10;14;189;7;4;36;7;5;14;22;7;12;49;21;15;7;NA;1;1;1;0;0;0;1;0
1293;;Estreito;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;14;20;NA;11;NA;20;14;NA;NA;NA;NA;NA;NA;NA;0;0;NA
1808;;Estreito;8;15;10;12;10;15;159;7;4;44;10;3;14;20;5;12;69;21;13;8;NA;1;1;0;0;0;0;1;0
1410;;Estreito;7;14;10;12;10;14;169;NA;NA;39;10;5;14;19;4;12;56;21;15;NA;NA;1;2;1;0;0;0;0;NA
1759;;Estreito;8;14;10;12;10;14;162;7;5;42;8;4;14;NA;4;13;NA;21;15;7;NA;1;2;0;0;0;0;0;0
1699;;Estreito;7;16;12;10;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;10;NA;18;16;NA;NA;NA;NA;NA;2;0;0;1;NA
642;;Estreito;7;13;11;11;10;11;166;NA;4;1;10;5;14;18;5;11;60;20;15;7;NA;1;1;0;0;0;0;0;0
1037;;Estreito;7;15;11;10;9;11;170;6;5;33;11;5;14;17;5;10;60;19;15;7;13;0;1;1;2;0;0;0;0
1092;;Estreito;8;15;10;11;10;12;188;NA;5;41;12;4;15;19;3;12;69;23;15;7;NA;1;1;1;2;0;0;0;0
1069;;Estreito;7;15;12;12;10;12;179;NA;4;38;9;4;14;19;5;10;66;21;14;5;NA;1;1;1;2;0;0;0;0
1038;;Estreito;8;16;12;12;10;14;196;NA;NA;39;12;4;14;19;5;10;59;20;13;NA;NA;1;1;0;2;0;0;1;NA
99;;Estreito;6;15;9;12;10;13;148;NA;NA;40;7;4;12;18;3;13;61;19;16;7;NA;0;1;1;0;0;0;1;NA
13;;Estreito;7;16;11;13;12;13;162;NA;NA;44;6;2;12;21;3;13;60;21;19;NA;NA;1;2;1;2;0;0;2;NA
102;;Estreito;6;17;11;12;10;15;181;8;5;43;7;3;14;22;3;13;60;19;16;7;6;1;1;0;2;1;0;2;0
75;;Estreito;7;18;11;12;10;15;159;NA;4;44;8;4;12;21;3;13;63;20;15;7;NA;1;1;1;0;2;0;0;0
25;;Estreito;8;16;9;12;10;15;184;5;4;45;8;3;12;17;3;13;83;24;17;7;10;1;1;0;2;1;0;1;0
53;;Estreito;7;16;10;13;10;14;164;NA;NA;44;10;3;13;19;5;16;67;21;18;NA;NA;1;0;0;2;0;0;0;NA
7116;;Carolina;8;14;10;10;10;14;174;NA;NA;39;11;4;15;21;6;13;67;19;16;NA;NA;0;1;1;0;0;0;2;NA
7115;;Carolina;7;18;11;10;10;13;193;NA;NA;36;11;3;14;NA;6;12;76;20;16;NA;NA;0;1;0;0;0;0;0;NA
83033;;Cocalinho;7;13;9;11;10;16;175;6;3;40;7;2;15;20;4;12;70;20;15;6;NA;1;1;1;2;0;0;2;0
4052;;RiodasMortes;7;15;13;12;10;14;178;NA;NA;40;10;3;14;19;6;11;74;18;15;NA;NA;1;1;1;0;0;0;1;NA
4853;;RiodasMortes;7;14;13;11;11;15;209;NA;NA;39;5;2;14;20;4;12;75;22;15;NA;NA;1;2;0;0;0;0;2;NA
4053;;RiodasMortes;7;15;12;12;10;12;NA;NA;NA;NA;NA;2;14;19;5;12;66;20;14;5;NA;1;1;0;0;0;0;1;NA
4054;;RiodasMortes;8;15;10;11;10;14;181;NA;NA;38;9;3;14;19;5;11;69;19;16;7;NA;1;1;1;2;0;0;1;NA
4854;;RiodasMortes;7;15;16;12;10;14;153;NA;NA;34;9;2;13;NA;6;12;NA;22;15;NA;NA;1;1;1;0;0;0;1;NA
69370;;MonteAlegre;6;15;10;12;10;12;172;NA;NA;38;7;2;14;20;6;12;NA;19;NA;NA;NA;1;2;1;0;0;0;1;NA
80154;;NovaRoma;7;16;11;12;12;14;148;NA;NA;35;9;3;14;21;4;12;67;22;16;7;NA;0;2;1;2;0;0;0;0
77824;;Niquelandia;8;16;10;12;10;12;152;NA;NA;36;8;4;14;19;5;11;60;22;15;NA;NA;1;1;1;2;0;0;0;NA
90093;;Niquelandia;7;14;9;12;10;13;175;NA;NA;35;10;4;14;21;5;10;NA;22;16;3;NA;1;1;1;0;0;0;0;NA
90095;;Niquelandia;6;16;11;12;10;13;176;NA;NA;NA;9;3;13;18;4;11;67;NA;14;NA;NA;1;1;1;2;0;0;1;0
90094;;Niquelandia;6;14;9;11;10;10;179;NA;NA;33;7;4;14;17;4;12;58;20;16;NA;NA;1;2;0;0;0;0;0;NA
56572;;Pirenopolis;8;19;11;12;10;13;154;NA;4;31;11;2;12;19;5;15;66;21;17;7;NA;1;2;0;0;0;0;0;0
79380;;Pirenopolis;7;17;10;11;10;14;151;NA;4;26;8;5;14;18;3;12;56;20;15;4;NA;0;1;1;0;0;0;0;0
69394;;Posse;7;15;11;13;11;13;145;4;2;28;9;3;NA;20;3;11;58;21;16;4;NA;1;2;0;0;0;0;0;0
69396;;Posse;6;17;9;13;10;12;155;NA;NA;31;9;NA;NA;NA;5;12;NA;20;12;NA;NA;0;2;1;0;0;0;0;NA
69395;;Posse;8;16;10;13;10;NA;NA;NA;NA;NA;10;4;14;17;5;12;62;22;13;NA;NA;1;1;1;0;0;0;0;NA
75037;;SerraNegra;7;15;10;12;10;13;NA;6;3;NA;NA;3;NA;19;3;13;NA;20;16;5;NA;1;1;1;2;0;0;0;0
29617;;RioVerde;7;15;9;12;10;11;166;NA;NA;40;10;2;15;20;7;12;53;21;15;NA;NA;1;1;1;2;0;0;0;NA
57017;;Gurupi;7;16;9;12;10;14;172;NA;NA;45;11;5;14;20;5;11;65;17;14;NA;NA;0;1;1;0;0;0;0;NA
91187;;Ipueiras;7;16;10;11;10;15;164;NA;NA;39;8;4;14;18;7;12;54;18;17;NA;NA;0;1;1;0;0;0;0;NA
91185;;Ipueiras;8;15;9;12;8;12;160;7;4;36;9;4;14;20;9;12;48;20;15;6;13;1;2;0;2;0;0;1;0
91184;;Ipueiras;7;16;10;12;10;13;185;NA;NA;36;10;5;13;16;6;12;67;21;16;6;NA;0;1;1;2;0;0;0;0
91183;;Ipueiras;6;15;11;12;9;13;178;NA;5;38;9;2;14;18;6;12;52;21;14;4;NA;1;1;0;2;0;0;1;NA
91186;;Ipueiras;7;17;11;12;10;13;178;NA;NA;36;8;3;14;19;7;12;49;20;15;NA;NA;0;1;1;0;0;0;1;NA
87119;;Palmas;7;15;8;12;10;13;181;7;4;36;8;3;14;20;8;12;63;18;14;3;NA;1;2;1;0;0;0;1;0
87120;;Palmas;6;16;11;12;10;13;163;NA;NA;47;9;4;14;21;6;11;66;22;14;6;NA;0;1;1;0;0;0;0;0
87121;;Palmas;7;16;11;12;10;13;165;NA;4;34;9;4;14;19;6;12;75;19;15;6;NA;0;1;0;2;0;0;0;0
78244;;PortoNacional;8;17;12;11;8;14;166;NA;NA;32;9;3;14;17;7;12;65;19;15;8;NA;0;2;1;0;0;0;1;NA
4004;;CanaBrava;8;15;9;13;11;12;151;6;4;37;9;4;14;19;3;15;62;22;14;7;13;0;2;0;2;0;0;0;0
4000;;CanaBrava;7;14;9;12;10;12;NA;6;4;NA;8;2;14;17;3;12;56;21;15;6;NA;0;1;1;2;0;0;0;0
4003;;CanaBrava;8;16;11;13;12;13;161;6;4;31;10;2;14;17;5;11;56;21;16;4;11;0;2;0;0;0;0;0;0
4002;;CanaBrava;7;16;11;12;11;12;176;7;5;38;10;4;14;16;2;13;67;18;16;4;15;1;1;1;2;0;0;0;0
4001;;CanaBrava;6;15;12;13;10;12;159;5;4;33;8;2;15;18;4;14;65;21;17;4;NA;0;1;1;0;0;0;1;0
4005;;CanaBrava;7;16;10;13;12;12;169;NA;4;32;8;2;15;20;5;16;69;22;17;4;NA;1;2;0;0;0;0;0;0
67156;;Buritis;8;16;13;12;10;13;166;NA;NA;38;8;2;12;20;4;12;63;19;14;6;NA;1;1;1;2;0;0;1;0
67155;;Buritis;8;16;11;12;10;13;NA;NA;NA;NA;NA;2;12;18;6;13;61;18;15;NA;NA;1;2;0;2;0;0;1;NA
93075;;AltoParnaiba;7;16;13;11;10;13;NA;NA;NA;NA;NA;2;14;16;5;12;57;21;14;NA;NA;0;1;1;2;0;0;0;NA
3108;;Minacu;9;15;12;12;10;17;228;NA;3;37;10;5;14;23;4;12;90;20;15;7;NA;1;1;1;0;0;0;0;0
3054;;Minacu;7;14;10;14;12;14;237;5;2;28;8;4;14;24;5;12;81;21;15;7;NA;2;0;1;0;0;0;0;0
3064;;Minacu;7;14;11;13;12;16;257;NA;NA;34;8;3;14;23;6;12;74;22;16;5;NA;0;2;0;0;0;0;1;0
3101;;Minacu;7;16;10;12;10;16;188;NA;NA;33;8;5;14;19;5;11;72;19;16;NA;NA;1;1;1;0;0;0;1;0
3056;;Minacu;8;15;13;11;9;16;NA;5;3;34;9;4;14;20;6;12;NA;19;14;6;NA;1;1;1;0;0;0;0;0
3122;;Minacu;8;16;8;12;10;15;177;NA;NA;37;8;4;14;20;5;15;59;22;16;8;NA;1;2;1;0;0;0;0;0
3092;;Minacu;8;15;13;12;10;15;163;NA;NA;32;8;3;14;21;6;12;57;17;16;6;NA;1;1;1;0;0;0;1;NA
3121;;Minacu;7;16;9;12;10;14;141;NA;NA;35;9;3;14;17;4;14;59;21;15;7;NA;1;1;1;0;0;0;0;0
8035;;Minacu;8;18;11;12;10;13;172;NA;NA;35;10;3;14;19;6;12;58;20;15;NA;NA;1;1;1;0;0;0;0;NA
3028;;Minacu;8;18;11;12;10;14;161;NA;NA;NA;9;3;14;18;6;11;65;18;16;5;NA;1;1;1;0;0;0;0;0
3041;;Minacu;7;17;10;12;10;14;182;NA;NA;46;9;4;14;18;5;11;63;20;15;NA;NA;0;1;1;0;0;0;0;NA
8001;;Minacu;8;15;11;12;10;13;161;NA;NA;33;9;2;14;20;5;11;69;18;15;NA;NA;0;1;1;0;0;0;0;NA
3037;;Minacu;7;16;12;12;10;13;170;NA;NA;28;9;5;14;19;4;12;64;21;16;NA;NA;1;1;0;0;0;0;0;NA
3080;;Minacu;7;17;11;12;10;12;153;NA;NA;32;7;2;13;18;6;13;61;23;17;7;NA;1;1;1;2;0;0;1;NA
3070;;Minacu;8;16;10;11;10;14;166;NA;NA;27;10;4;NA;19;3;11;58;20;14;NA;NA;1;1;1;0;0;0;0;NA
3010;;Minacu;8;15;10;12;10;14;176;NA;NA;29;9;4;14;19;4;13;58;21;16;NA;NA;1;1;0;0;0;0;0;NA
3076;;Minacu;8;16;10;12;10;13;149;NA;NA;39;9;4;14;18;4;12;65;21;16;NA;NA;1;1;1;0;0;0;0;NA
3055;;Minacu;8;15;11;12;10;14;165;NA;NA;33;9;3;14;18;4;11;58;22;15;6;NA;1;2;0;0;0;0;0;NA
3051;;Minacu;7;17;9;12;10;15;171;NA;NA;37;8;3;14;20;6;13;60;20;15;5;NA;1;2;1;0;0;0;0;0
3035;;Minacu;8;15;10;10;10;14;185;NA;NA;32;12;4;14;19;4;11;60;19;15;6;NA;1;1;0;0;0;0;0;0
3021;;Minacu;9;15;8;12;10;14;157;NA;NA;36;8;5;14;19;5;12;55;18;15;NA;NA;0;1;1;0;0;0;0;NA
3120;;Minacu;8;13;9;12;10;13;165;NA;NA;26;8;5;14;21;3;12;53;19;16;NA;NA;1;1;0;0;0;0;0;NA
3087;;Minacu;9;15;10;11;10;13;156;NA;NA;33;9;2;14;21;7;12;62;21;14;7;NA;0;1;1;0;0;0;1;0
3126;;Minacu;8;14;11;12;10;14;167;6;4;31;8;4;14;19;3;11;56;20;16;5;NA;1;1;1;0;1;0;0;0
3025;;Minacu;7;15;11;11;10;13;166;5;3;27;8;2;14;20;5;11;64;20;15;4;NA;1;1;1;0;1;0;0;0
3045;;Minacu;7;17;11;12;12;12;158;NA;NA;36;8;4;14;NA;3;13;55;22;16;8;10;1;1;1;2;0;0;0;0
3044;;Minacu;7;16;9;12;10;12;186;4;3;36;9;2;14;19;5;12;55;19;16;6;NA;1;1;0;0;1;0;0;0
3022;;Minacu;8;15;11;11;10;13;183;6;3;31;6;2;14;17;5;12;61;20;16;4;NA;0;1;1;0;0;0;1;0
3117;;Minacu;8;15;10;10;10;15;158;5;4;34;12;NA;NA;NA;6;12;55;20;15;4;NA;0;1;1;2;1;0;0;0
3124;;Minacu;8;14;11;12;10;14;171;NA;4;29;10;3;14;19;4;12;54;18;16;6;NA;1;1;1;2;0;0;1;0
3065;;Minacu;8;16;10;13;10;15;161;NA;NA;35;10;4;14;18;4;11;55;21;14;5;NA;1;1;1;0;0;0;0;NA
3030;;Minacu;7;15;9;11;10;13;168;NA;NA;32;8;3;14;20;5;11;58;20;16;NA;NA;0;1;1;0;0;0;1;NA
3031;;Minacu;7;15;11;11;10;13;166;NA;3;30;7;3;14;19;4;11;60;19;20;NA;NA;0;1;1;0;0;0;1;0
3103;;Minacu;8;16;11;12;10;16;187;NA;NA;38;9;2;14;18;3;12;63;19;14;NA;NA;1;2;0;0;0;0;0;NA
3097;;Minacu;7;14;9;12;10;14;176;NA;NA;31;8;2;14;19;5;12;64;21;14;4;NA;0;1;1;0;0;0;0;0
3067;;Minacu;7;16;12;12;10;15;NA;NA;NA;30;9;2;14;18;5;12;61;19;15;5;NA;1;1;1;0;0;0;0;NA
3017;;Minacu;7;16;11;12;10;14;168;NA;NA;31;8;2;14;19;4;12;62;19;15;NA;NA;1;1;1;0;0;0;0;NA
3018;;Minacu;7;15;10;12;10;14;175;4;3;29;8;2;14;18;4;13;59;20;16;6;NA;1;1;0;0;0;0;0;0
3079;;Minacu;8;14;10;12;10;15;164;4;1;NA;NA;2;14;19;5;12;58;19;16;6;NA;1;2;0;0;0;0;1;0
3102;;Minacu;7;16;9;12;10;15;172;NA;NA;29;11;4;14;18;5;12;62;20;14;4;NA;0;1;1;0;0;0;1;0
3019;;Minacu;8;17;11;13;10;15;149;NA;NA;31;7;2;16;19;5;10;57;21;15;NA;NA;0;1;0;0;0;0;2;NA
3093;;Minacu;8;17;11;12;10;15;175;NA;NA;29;7;2;12;19;5;12;63;21;16;5;NA;0;2;0;0;0;0;1;0
3026;;Minacu;8;17;10;12;10;14;NA;3;2;NA;7;NA;NA;18;4;12;52;18;15;NA;NA;1;2;1;0;0;0;0;0
3089;;Minacu;8;16;9;12;10;15;164;3;2;28;7;2;14;21;5;12;59;20;16;5;NA;1;1;1;0;0;0;2;0
3115;;Minacu;7;18;10;12;10;15;174;NA;2;30;9;2;14;21;3;12;65;21;15;5;NA;1;2;0;2;1;0;0;0
3011;;Minacu;7;16;11;12;10;16;173;NA;4;31;11;2;14;20;6;12;66;21;15;5;NA;0;1;1;0;0;0;0;0
3111;;Minacu;7;15;9;12;10;15;184;4;3;31;8;3;13;20;4;13;61;21;16;7;NA;0;1;1;0;0;0;0;0
8005;;Minacu;9;16;10;12;10;16;170;4;2;NA;NA;3;14;19;6;11;65;21;15;4;NA;1;1;1;0;0;0;0;0
3083;;Minacu;9;16;11;12;10;15;178;NA;NA;31;8;2;14;20;3;11;65;19;16;NA;NA;0;1;1;2;0;0;1;NA
3118;;Minacu;7;15;9;12;10;15;182;6;3;29;9;3;14;21;6;13;72;19;16;5;NA;1;1;1;0;0;0;0;0
3106;;Minacu;7;16;10;12;10;16;176;NA;NA;35;10;2;14;21;6;11;61;21;16;4;NA;1;2;0;2;0;0;0;0
8002;;Minacu;7;14;10;12;11;14;167;6;5;30;8;3;13;19;5;13;67;21;15;5;NA;1;2;0;2;0;0;0;0
3131;;Minacu;8;16;11;12;11;14;183;NA;2;35;9;4;14;21;5;13;63;20;15;5;NA;0;1;1;0;0;0;0;0
3099;;Minacu;7;15;9;12;11;15;184;NA;4;35;10;4;14;20;3;13;57;21;16;7;NA;1;1;1;0;0;0;0;0
3009;;Minacu;6;16;11;12;11;16;159;5;3;27;8;2;13;21;4;11;61;21;12;4;NA;1;1;1;0;0;0;0;0
3128;;Minacu;7;14;10;12;10;15;156;NA;3;41;10;4;15;19;6;11;67;20;15;5;NA;0;1;1;0;0;0;0;0
3047;;Minacu;7;14;12;12;10;16;NA;NA;NA;NA;NA;4;NA;20;8;11;61;21;14;NA;NA;1;1;1;0;0;0;0;NA
3133;;Minacu;8;16;10;12;8;14;168;NA;NA;35;8;2;12;19;8;11;68;21;14;NA;NA;1;1;0;0;0;0;1;0
3024;;Minacu;7;15;9;12;10;15;176;6;3;31;8;3;14;20;3;12;74;19;16;4;13;0;1;1;0;0;0;1;0
3107;;Minacu;7;14;8;14;10;14;171;NA;3;28;7;4;15;21;5;12;78;21;16;5;NA;0;1;1;2;0;0;1;0
3020;;Minacu;8;16;9;13;10;16;165;NA;3;34;10;4;14;21;5;12;76;19;16;4;NA;1;1;1;0;0;0;0;0
3016;;Minacu;8;16;12;11;10;15;189;7;4;40;9;4;14;19;5;12;74;19;16;5;NA;1;1;0;0;0;0;1;0
3094;;Minacu;7;15;10;11;10;16;176;NA;NA;27;8;4;14;19;5;11;66;18;16;NA;NA;1;1;1;0;0;0;0;NA
3012;;Minacu;7;16;11;13;10;15;178;NA;4;39;8;3;14;18;4;12;68;20;16;6;NA;0;1;0;0;0;0;1;0
3057;;Minacu;7;15;10;12;10;16;182;6;4;43;9;3;15;18;5;11;63;18;15;4;NA;1;1;1;0;0;0;0;0
3116;;Minacu;8;14;8;12;10;13;183;NA;NA;36;10;4;14;21;4;12;61;22;15;NA;NA;0;1;0;0;0;0;0;0
3085;;Minacu;8;15;11;12;10;13;174;NA;NA;36;8;2;14;19;7;11;67;19;14;NA;NA;0;1;1;0;0;0;1;NA
3059;;Minacu;7;16;10;14;12;15;NA;NA;NA;NA;NA;4;NA;21;3;12;64;19;17;6;NA;0;2;0;0;0;0;0;0
3053;;Minacu;8;16;11;12;10;13;173;NA;3;34;8;5;14;19;4;11;64;19;15;7;NA;1;1;1;0;0;0;0;0
3048;;Minacu;8;16;10;12;10;15;NA;NA;NA;NA;NA;2;12;NA;6;12;63;21;14;NA;NA;0;1;1;0;0;0;0;NA
3061;;Minacu;8;16;9;12;10;14;NA;NA;NA;NA;NA;2;15;20;7;12;62;20;15;NA;NA;0;0;1;0;0;0;0;NA
3091;;Minacu;8;15;10;13;10;12;172;NA;3;37;9;4;14;21;7;12;60;20;15;5;NA;0;1;1;0;0;0;0;0
3029;;Minacu;7;16;9;12;10;14;196;NA;4;28;8;3;14;19;5;12;61;20;15;4;NA;0;1;1;0;0;0;1;0
3074;;Minacu;8;15;10;13;10;13;189;6;3;38;7;2;14;20;5;12;NA;20;15;4;NA;0;1;1;0;0;0;1;0
3066;;Minacu;7;14;10;12;10;14;184;NA;NA;32;9;2;14;21;5;11;60;21;15;NA;NA;0;1;1;0;0;0;1;NA
3084;;Minacu;7;13;9;13;10;12;187;NA;3;36;8;3;15;20;7;12;70;20;15;7;NA;0;1;1;0;0;0;1;0
3081;;Minacu;7;14;11;13;11;17;208;4;3;33;9;4;14;19;3;14;72;19;17;4;NA;1;2;0;0;0;0;0;0
3123;;Minacu;8;17;10;12;10;13;206;4;2;30;8;2;13;21;6;11;71;19;14;7;NA;0;1;1;0;0;0;0;0
3125;;Minacu;7;17;9;12;10;15;199;NA;4;33;10;2;14;21;4;13;76;21;15;5;NA;1;1;1;0;0;0;0;0
3062;;Minacu;8;14;10;12;11;11;211;NA;NA;32;9;2;14;21;5;12;68;20;14;NA;NA;0;1;1;0;0;0;0;NA
3015;;Minacu;8;16;10;12;11;15;179;5;4;31;9;2;14;19;4;14;65;19;15;5;NA;1;2;1;0;0;0;0;0
3027;;Minacu;7;16;10;12;10;14;206;5;4;27;9;2;14;20;3;14;76;20;15;7;NA;1;1;1;2;0;0;0;0
3073;;Minacu;6;15;10;11;9;15;180;4;2;31;8;3;13;19;5;12;64;19;16;7;NA;1;1;1;2;0;0;0;0
8003;;Minacu;8;17;11;13;12;15;185;5;3;32;7;3;14;18;6;12;70;21;15;6;NA;1;2;1;0;0;0;0;0
3046;;Minacu;7;16;10;12;10;13;184;NA;NA;29;9;2;12;19;2;11;70;19;14;6;NA;2;1;1;0;0;0;0;0
3038;;Minacu;8;16;10;12;10;15;NA;3;2;NA;NA;NA;14;20;4;11;68;20;14;7;NA;2;1;1;0;0;0;0;0
8004;;Minacu;8;14;10;12;10;16;192;NA;NA;33;9;3;14;20;5;11;69;21;15;NA;NA;1;1;1;0;0;0;0;0
3075;;Minacu;7;15;11;16;12;17;189;4;3;30;9;2;14;NA;5;12;NA;20;16;5;NA;0;1;1;2;0;0;1;0
3049;;Minacu;7;17;11;12;10;16;192;NA;4;37;12;4;16;20;3;11;60;19;15;5;NA;1;1;1;0;0;0;1;0
3069;;Minacu;7;16;10;12;9;14;178;NA;NA;32;6;2;14;22;6;NA;65;18;15;NA;NA;0;1;1;0;0;0;1;NA
3072;;Minacu;8;17;11;12;10;16;181;4;2;34;7;3;14;21;5;12;65;19;15;5;NA;0;1;1;0;0;0;1;0
3043;;Minacu;7;16;10;13;10;15;171;NA;3;36;10;2;14;21;5;11;63;19;15;4;NA;0;1;0;0;0;0;0;0
3096;;Minacu;7;13;11;12;9;14;169;NA;3;32;9;3;13;22;5;12;63;21;16;6;NA;1;1;1;0;0;0;0;0
3090;;Minacu;8;17;11;14;12;16;177;NA;NA;30;6;3;14;21;6;13;58;18;16;NA;NA;1;1;1;0;0;0;1;NA
3109;;Minacu;8;17;11;12;10;15;192;NA;NA;36;10;2;14;20;4;12;63;19;14;NA;NA;1;1;1;0;0;0;0;NA
3113;;Minacu;8;16;9;11;10;13;NA;NA;NA;NA;NA;2;14;18;4;12;65;19;14;5;NA;0;1;1;0;0;0;1;0
3014;;Minacu;8;15;10;14;11;14;164;NA;NA;34;9;3;14;20;6;11;57;19;14;NA;NA;0;1;1;0;0;0;0;NA
3039;;Minacu;8;16;12;11;11;14;179;NA;NA;31;9;3;14;20;5;11;66;19;14;NA;NA;0;1;1;0;0;0;0;NA
3050;;Minacu;8;14;10;11;10;14;176;NA;3;33;8;3;14;21;5;11;63;20;15;4;NA;1;1;1;0;0;0;0;0
8006;;Minacu;8;17;11;11;10;15;234;4;4;36;10;4;14;24;3;14;71;20;15;7;NA;0;1;1;2;1;0;0;0
8042;;Minacu;9;15;10;12;10;13;219;NA;3;29;10;2;14;19;3;12;66;22;15;7;NA;0;1;1;0;0;0;0;0
8050;;Minacu;7;17;10;12;10;14;NA;3;2;NA;NA;4;14;19;5;12;67;20;15;6;NA;0;1;1;0;0;0;0;0
8010;;Minacu;8;17;10;12;12;14;193;NA;NA;NA;NA;3;14;20;3;13;64;20;14;NA;NA;1;1;1;0;0;0;0;NA
8024;;Minacu;8;15;10;12;10;14;199;4;3;32;8;2;14;19;4;12;63;19;15;7;11;0;1;1;0;0;0;0;0
8036;;Minacu;8;15;10;11;10;15;181;NA;NA;33;13;4;14;18;7;11;66;20;14;NA;NA;1;2;0;0;0;0;0;NA
8020;;Minacu;8;13;11;12;10;14;193;NA;NA;34;8;4;14;21;4;12;62;19;15;6;NA;0;1;1;0;0;0;0;0
8017;;Minacu;8;16;9;13;10;14;NA;NA;NA;NA;NA;NA;14;20;5;10;60;18;14;NA;NA;0;1;1;0;0;0;1;NA
8019;;Minacu;7;13;9;11;10;16;170;NA;4;33;9;3;13;19;4;12;NA;21;14;6;NA;1;1;1;2;0;0;0;0
8052;;Minacu;8;15;11;10;11;14;180;NA;NA;32;8;2;14;19;4;12;56;19;14;5;NA;0;1;1;0;0;0;1;0
8012;;Minacu;8;15;12;11;10;13;198;4;3;31;7;3;14;20;6;12;65;20;15;6;NA;0;1;1;0;0;0;0;0
8007;;Minacu;8;16;10;11;10;13;201;NA;4;37;10;3;14;20;4;11;60;21;15;4;NA;0;1;1;0;0;0;0;0
8013;;Minacu;8;13;11;11;10;13;184;NA;3;28;7;2;14;22;7;13;57;17;14;5;NA;1;2;0;0;0;0;0;0
8058;;Minacu;8;16;10;12;12;14;178;5;2;30;9;3;14;21;5;11;64;20;14;6;11;0;1;1;0;0;0;0;0
8021;;Minacu;7;15;10;11;10;15;222;4;3;36;9;4;15;19;3;12;68;18;16;7;NA;0;2;1;2;0;0;0;0
8029;;Minacu;8;15;10;14;10;15;182;NA;2;37;7;2;14;19;5;12;77;21;15;4;NA;0;1;0;2;0;0;1;0
