Tombo;local_num;Localidade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
37154;;SaoDomingos;8;16;10;12;10;15;245;NA;NA;33;8;2;14;19;3;12;73;19;15;7;NA;0;2;0;0;0;0;1;NA
33552;;SaoDomingos;7;16;10;10;8;14;257;NA;3;39;10;3;12;21;7;11;82;22;15;7;NA;0;1;0;0;0;0;1;0
43926;;SaoDomingos;8;16;10;11;10;14;278;NA;NA;44;11;3;13;19;7;14;81;20;16;NA;NA;0;1;1;0;0;0;1;NA
33546;;SaoDomingos;8;15;10;10;8;15;233;NA;NA;38;11;3;14;NA;4;12;NA;19;15;NA;NA;0;1;1;2;0;0;1;NA
35203;;SaoDomingos;7;18;10;11;8;12;225;4;3;40;9;4;13;19;8;13;76;20;14;6;13;0;2;1;2;0;0;1;0
37142;;SaoDomingos;9;17;9;12;10;16;232;NA;NA;29;9;2;14;18;4;15;74;20;17;NA;NA;0;2;0;0;0;0;1;NA
43913;;SaoDomingos;7;16;10;12;10;16;235;5;4;45;9;4;14;21;6;12;70;18;16;7;13;1;2;1;0;0;0;0;0
43928;;SaoDomingos;7;17;12;13;10;16;223;NA;NA;30;9;3;14;22;3;13;74;19;16;7;NA;1;2;0;0;0;0;1;0
35219;;SaoDomingos;8;16;11;13;10;14;240;4;4;29;10;3;14;22;6;13;76;20;16;6;NA;0;1;1;0;0;0;1;0
37162;;SaoDomingos;8;15;10;12;10;15;238;5;4;30;10;3;14;19;5;13;73;19;16;7;NA;0;1;1;0;0;0;1;0
33571;;SaoDomingos;7;17;11;10;10;15;NA;NA;NA;NA;NA;NA;NA;NA;6;12;NA;21;16;5;NA;0;1;1;2;0;0;1;0
43912;;SaoDomingos;8;16;11;12;8;13;236;5;4;36;12;4;14;21;7;13;80;21;15;NA;NA;0;1;1;0;0;0;0;0
35198;;SaoDomingos;8;17;11;14;11;16;251;6;4;29;10;3;15;19;3;14;75;NA;16;5;NA;0;2;0;0;0;0;0;0
43917;;SaoDomingos;8;17;12;12;10;13;253;7;4;NA;9;4;14;20;5;12;77;21;15;13;NA;0;1;1;0;0;0;0;0
35226;;SaoDomingos;8;16;11;10;8;13;223;NA;4;34;11;4;15;21;5;12;76;21;16;5;NA;0;1;1;0;0;0;0;0
35201;;SaoDomingos;7;16;10;10;9;15;263;NA;3;38;8;3;14;19;7;11;70;18;15;6;NA;0;2;0;2;0;0;1;0
35197;;SaoDomingos;7;15;10;12;9;14;268;6;4;38;10;4;14;18;7;12;67;20;15;6;14;1;1;1;2;1;0;0;0
43915;;SaoDomingos;9;16;11;10;10;14;256;5;4;27;9;3;14;19;6;13;74;18;16;5;NA;1;2;1;2;1;0;1;0
43906;;SaoDomingos;8;14;11;12;10;15;237;NA;NA;NA;9;2;14;17;4;13;87;21;15;NA;NA;0;1;0;0;0;0;1;NA
37163;;SaoDomingos;9;15;13;10;10;15;261;5;4;29;10;2;14;19;3;13;71;20;15;4;NA;0;2;1;0;0;0;0;0
43911;;SaoDomingos;7;15;10;11;10;NA;NA;3;2;NA;NA;3;14;20;6;13;69;20;16;5;14;1;1;1;0;0;0;0;0
35222;;SaoDomingos;8;18;12;12;10;14;265;6;3;38;11;4;14;22;6;13;70;20;16;8;NA;1;1;1;2;0;0;0;0
35216;;SaoDomingos;8;16;10;14;12;15;236;3;3;39;11;4;15;21;6;13;87;21;16;7;NA;0;1;1;2;0;0;0;0
43907;;SaoDomingos;7;18;12;13;10;15;243;3;3;39;12;4;14;20;5;13;78;20;16;5;14;0;1;0;2;1;0;0;0
43903;;SaoDomingos;7;16;10;12;10;14;226;NA;4;34;10;3;14;19;6;13;69;19;16;5;NA;0;1;0;2;1;0;0;0
35199;;SaoDomingos;7;18;9;12;9;15;232;4;3;36;8;4;14;18;6;12;65;18;15;5;NA;0;1;1;2;1;0;1;0
35200;;SaoDomingos;7;17;11;12;10;14;232;3;4;35;10;4;14;21;6;13;80;21;16;7;NA;0;1;0;2;1;0;0;0
35211;;SaoDomingos;8;17;10;12;10;15;233;3;2;37;9;5;14;19;8;12;73;18;15;5;NA;0;1;0;2;0;0;0;0
40288;;SaoDomingos;8;13;11;12;10;15;242;3;2;34;9;4;14;NA;5;13;70;20;15;6;NA;1;1;0;2;1;0;0;0
35205;;SaoDomingos;8;15;11;12;12;15;253;4;4;29;8;3;14;20;3;13;85;20;16;7;13;0;2;0;0;0;0;1;0
43910;;SaoDomingos;7;15;9;12;10;15;NA;3;2;NA;NA;NA;NA;NA;6;13;73;20;15;NA;NA;0;1;0;2;0;0;0;0
43898;;SaoDomingos;7;18;9;13;10;15;238;NA;NA;31;10;3;14;19;3;13;81;18;15;6;NA;0;2;0;0;1;0;1;0
43909;;SaoDomingos;9;15;11;12;10;15;256;4;3;NA;NA;2;14;21;7;13;81;22;14;6;NA;0;1;0;0;0;0;0;0
35227;;SaoDomingos;8;16;11;12;9;16;245;3;2;37;11;4;14;18;8;12;73;21;16;6;14;0;1;1;2;0;0;1;0
43918;;SaoDomingos;7;13;10;11;8;15;223;6;3;37;12;4;15;19;6;11;74;20;14;4;12;0;1;1;2;0;0;1;0
43896;;SaoDomingos;8;16;12;12;10;15;230;NA;2;32;10;2;14;20;6;12;74;21;15;6;NA;0;1;1;0;0;0;1;0
28214;;Mateiros;9;15;11;12;10;15;253;7;5;37;9;3;14;18;7;11;76;21;16;5;NA;0;1;1;2;0;0;1;0
28277;;Mateiros;8;15;11;12;10;13;251;5;5;43;9;2;14;21;7;11;75;21;15;6;12;0;1;0;2;0;0;1;0
42356;;Mateiros;8;15;11;11;8;15;268;7;4;41;10;3;14;21;5;12;84;20;17;6;12;0;1;1;0;0;0;0;0
28296;;Mateiros;7;16;11;12;10;14;238;6;3;38;10;3;14;21;6;12;74;19;16;6;13;0;1;1;2;0;0;1;0
28211;;Mateiros;7;15;11;13;10;15;NA;NA;NA;NA;NA;2;14;21;6;11;75;19;14;NA;NA;0;1;0;0;0;0;1;NA
28215;;Mateiros;7;14;10;11;10;15;218;NA;4;38;9;3;14;20;6;10;73;19;13;5;NA;0;1;1;2;0;0;1;0
28247;;Mateiros;8;16;11;10;9;15;239;NA;NA;28;7;3;14;20;6;12;69;20;16;NA;NA;0;0;1;0;0;0;1;NA
42351;;Mateiros;7;17;11;8;10;14;235;NA;NA;37;10;2;14;20;2;12;74;20;15;6;NA;1;1;1;2;0;0;0;NA
28259;;Mateiros;7;15;10;12;10;16;243;5;3;36;7;2;14;20;5;11;71;21;15;8;0;1;1;0;0;0;0;1;1
28212;;Mateiros;7;16;11;11;10;16;220;NA;NA;38;8;2;14;19;5;12;67;20;15;6;NA;0;1;1;2;0;0;2;NA
28235;;Mateiros;8;15;11;12;10;15;253;NA;NA;38;9;2;14;20;6;12;74;18;15;NA;NA;0;1;1;2;0;0;1;NA
28205;;Mateiros;7;15;12;11;10;14;228;NA;NA;39;9;3;15;19;8;12;73;19;14;NA;NA;0;1;1;2;0;0;1;NA
28216;;Mateiros;8;14;10;11;10;16;250;7;4;40;9;NA;NA;20;6;11;NA;20;15;5;10;0;1;0;2;0;0;1;0
28218;;Mateiros;7;14;10;12;10;13;247;NA;3;38;12;2;14;17;5;12;66;19;16;5;NA;0;1;1;2;0;0;1;NA
28209;;Mateiros;8;15;12;10;9;14;236;7;3;40;10;3;14;20;6;12;78;20;15;5;NA;1;1;1;2;0;0;1;0
28231;;Mateiros;8;13;9;12;10;15;262;7;3;39;12;3;14;18;5;12;87;21;16;6;14;0;1;0;0;0;0;0;0
28258;;Mateiros;9;16;12;12;10;14;225;7;3;41;11;4;14;19;7;11;67;19;15;5;11;0;1;0;2;0;0;0;0
28299;;Mateiros;7;16;10;12;9;14;219;NA;3;37;6;2;14;19;6;13;76;19;14;4;NA;1;1;0;2;0;0;1;0
28257;;Mateiros;8;16;10;12;10;16;245;NA;NA;NA;10;4;14;19;7;12;72;20;16;NA;NA;1;1;1;2;0;0;0;0
28207;;Mateiros;8;14;13;11;10;13;232;NA;4;40;11;3;14;18;7;11;76;20;15;5;NA;0;1;1;2;0;0;0;0
28284;;Mateiros;9;14;13;12;10;15;235;NA;NA;NA;10;4;14;20;3;12;69;20;15;NA;NA;1;1;1;2;0;0;0;NA
28229;;Mateiros;8;15;11;12;11;14;242;7;4;41;11;3;14;18;7;11;66;19;15;6;NA;0;1;0;2;0;0;1;0
28251;;Mateiros;8;15;10;12;10;14;NA;NA;NA;NA;NA;NA;14;20;7;11;NA;18;14;NA;NA;0;NA;0;0;0;0;0;NA
28230;;Mateiros;7;14;12;12;10;15;246;6;3;37;12;4;14;20;5;11;64;19;15;5;11;1;1;0;2;0;0;0;0
28223;;Mateiros;8;14;10;11;10;14;235;6;3;40;11;3;14;18;2;12;77;20;15;6;NA;0;1;1;2;0;0;1;0
28290;;Mateiros;9;13;11;12;10;15;244;6;4;41;10;4;14;19;4;11;66;20;15;5;NA;1;1;1;2;0;0;0;0
28294;;Mateiros;8;13;11;12;10;14;235;7;4;36;12;4;14;20;7;12;65;19;15;5;NA;0;1;0;0;0;0;1;0
28242;;Mateiros;8;15;12;12;11;15;232;NA;4;39;9;2;14;19;5;12;69;19;14;6;NA;1;1;1;0;0;0;0;NA
28237;;Mateiros;7;13;9;10;10;15;226;NA;NA;39;9;2;14;20;7;12;63;21;16;6;NA;0;1;0;2;0;0;1;NA
28280;;Mateiros;8;14;11;11;10;15;226;7;3;36;10;3;14;20;7;11;76;21;15;5;16;0;1;1;2;0;0;0;0
42355;;Mateiros;7;15;10;11;10;16;225;NA;NA;37;9;3;14;20;4;12;76;20;16;NA;NA;0;1;1;2;0;0;0;NA
28281;;Mateiros;7;14;11;10;9;15;235;NA;NA;37;9;4;14;21;4;12;65;21;15;6;NA;1;1;1;2;0;0;0;NA
28221;;Mateiros;7;15;9;12;10;15;248;7;4;41;10;2;14;20;5;12;66;20;15;6;NA;1;1;1;0;0;0;1;0
28227;;Mateiros;8;16;13;12;10;15;247;6;4;42;12;4;14;21;6;12;79;20;15;6;NA;0;1;1;2;0;0;0;0
28283;;Mateiros;7;16;10;12;10;15;245;7;4;37;9;4;14;19;6;12;73;21;15;6;15;0;1;1;2;0;0;0;0
28297;;Mateiros;8;15;12;12;10;16;237;5;3;38;12;4;14;18;6;12;65;20;15;5;NA;0;1;0;0;0;0;0;0
28232;;Mateiros;7;15;10;12;8;14;225;NA;NA;31;6;2;14;20;7;11;65;20;14;NA;NA;1;1;1;0;0;0;1;NA
28300;;Mateiros;7;17;9;14;10;15;231;NA;NA;39;11;2;14;19;6;11;72;19;14;6;NA;0;1;0;2;0;0;0;0
28249;;Mateiros;8;15;12;12;10;14;244;7;4;36;11;3;14;20;7;12;76;19;16;7;NA;0;1;0;0;0;0;0;0
28301;;Mateiros;7;15;11;12;10;15;235;7;5;37;11;3;14;18;5;13;66;21;15;5;NA;1;1;1;0;0;0;0;0
28217;;Mateiros;8;13;12;12;10;14;249;NA;NA;36;10;4;14;19;7;14;71;19;17;NA;NA;0;1;1;2;0;0;0;NA
28295;;Mateiros;8;15;11;11;10;14;NA;4;6;NA;9;3;14;NA;5;13;69;20;15;7;14;0;1;1;2;0;0;0;0
28278;;Mateiros;7;13;12;12;10;15;227;NA;NA;43;9;2;14;18;5;11;70;20;15;NA;NA;0;1;1;0;0;0;1;NA
28222;;Mateiros;8;13;12;12;10;15;222;NA;NA;36;6;2;14;21;5;NA;73;19;15;6;NA;0;1;0;0;0;0;2;NA
28233;;Mateiros;7;16;14;12;10;15;226;6;4;42;8;2;14;20;3;13;78;19;15;4;NA;0;1;1;2;0;0;0;0
28267;;Mateiros;8;15;12;12;10;15;NA;6;3;NA;NA;2;14;20;6;10;NA;21;14;5;12;1;1;1;0;0;0;1;0
28260;;Mateiros;8;15;9;12;10;14;229;NA;NA;39;8;2;14;18;4;11;74;21;15;NA;NA;1;2;0;0;0;0;1;NA
28250;;Mateiros;8;15;11;10;9;14;226;7;4;38;8;3;14;20;7;11;NA;21;15;5;NA;0;1;1;0;0;0;1;0
28288;;Mateiros;8;15;11;10;8;13;229;NA;4;39;10;2;14;20;7;12;NA;19;15;5;NA;0;1;1;2;0;0;1;0
28246;;Mateiros;7;15;10;12;10;14;NA;NA;4;NA;NA;2;14;19;6;11;63;19;15;5;NA;0;1;0;2;0;0;0;0
28244;;Mateiros;8;16;11;12;9;14;235;NA;4;34;8;2;14;18;5;12;66;18;15;5;NA;0;1;0;0;0;0;0;0
28279;;Mateiros;7;15;13;10;10;14;219;NA;NA;35;10;2;14;20;6;10;68;20;14;5;NA;0;1;0;2;0;0;1;NA
28285;;Mateiros;7;15;13;12;10;15;236;NA;NA;41;10;3;14;20;6;NA;71;18;15;NA;NA;0;1;0;0;0;0;0;NA
28241;;Mateiros;8;16;12;11;11;14;238;6;4;38;11;3;14;19;4;12;68;21;15;5;NA;0;1;0;0;0;0;0;0
28220;;Mateiros;8;14;12;14;10;14;245;8;4;40;12;3;14;19;6;11;71;18;15;5;13;0;1;1;0;0;0;0;0
28276;;Mateiros;7;15;11;10;10;16;NA;NA;4;NA;NA;NA;14;NA;5;12;NA;19;14;5;NA;1;1;1;2;0;0;1;0
28306;;Mateiros;8;16;11;12;10;14;245;NA;4;38;10;4;14;NA;5;11;74;18;14;7;NA;1;1;1;0;0;0;0;0
28298;;Mateiros;8;14;12;12;10;14;221;NA;NA;NA;9;4;14;19;8;12;73;20;15;NA;NA;0;1;1;0;0;0;0;0
28253;;Mateiros;8;13;12;10;10;13;217;NA;4;38;8;2;14;20;5;12;70;18;15;5;NA;0;1;1;2;0;0;1;NA
28243;;Mateiros;7;15;13;10;10;13;233;NA;NA;37;10;3;14;20;5;11;70;20;16;6;NA;0;1;0;2;0;0;1;NA
28287;;Mateiros;7;16;11;10;10;15;246;5;5;41;9;2;14;20;6;11;76;21;17;5;NA;0;1;0;0;0;0;0;0
28282;;Mateiros;7;14;11;12;10;13;230;NA;4;45;9;2;14;20;6;13;75;20;15;5;NA;1;1;1;2;0;0;0;NA
28219;;Mateiros;8;13;11;12;10;15;232;NA;NA;39;11;4;14;18;3;13;63;19;16;NA;NA;1;1;0;2;0;0;0;NA
28275;;Mateiros;7;12;11;10;9;15;228;NA;5;34;8;2;14;18;5;12;71;19;14;4;NA;0;1;1;0;0;0;1;NA
28204;;Mateiros;8;16;11;11;10;13;229;6;4;39;9;2;14;19;7;13;67;21;15;5;NA;0;1;1;2;0;0;1;0
28272;;Mateiros;8;15;11;12;10;13;235;7;4;42;9;3;14;20;6;12;66;20;15;5;NA;1;1;1;2;0;0;1;0
28268;;Mateiros;7;16;11;12;10;15;231;7;4;37;9;3;14;20;4;12;NA;19;15;7;NA;1;1;1;0;0;0;1;0
28213;;Mateiros;8;13;12;12;10;15;237;NA;4;39;10;3;14;18;5;11;66;18;15;5;NA;0;1;1;2;0;0;1;0
28302;;Mateiros;8;15;10;12;10;14;218;NA;NA;36;10;3;14;18;6;11;66;19;15;5;NA;1;1;1;0;0;0;0;0
28274;;Mateiros;7;16;12;12;10;15;229;7;4;34;11;2;14;18;5;12;67;19;15;6;NA;1;1;0;2;0;0;0;0
28245;;Mateiros;7;13;11;12;10;12;235;NA;NA;38;10;3;14;19;3;13;74;18;16;NA;NA;0;1;1;0;0;0;0;NA
28210;;Mateiros;7;15;12;11;9;15;229;NA;NA;36;11;2;14;20;6;12;70;21;14;NA;NA;1;1;0;0;0;0;0;NA
28224;;Mateiros;8;15;11;11;10;13;221;NA;NA;36;11;3;14;18;4;12;68;20;15;4;NA;0;1;1;2;0;0;1;NA
28255;;Mateiros;7;15;11;12;10;15;203;NA;NA;38;11;3;14;19;2;12;65;21;15;NA;NA;1;1;1;2;0;0;1;NA
28286;;Mateiros;8;13;12;11;10;13;201;6;4;35;9;4;14;18;7;11;69;20;16;5;NA;1;1;1;0;0;0;1;0
28266;;Mateiros;8;16;13;12;11;15;208;NA;NA;34;11;3;14;17;5;12;64;18;14;5;NA;1;1;1;0;0;0;0;NA
28254;;Mateiros;8;15;12;12;10;15;203;8;4;NA;8;2;14;20;5;12;65;21;15;5;NA;1;1;0;0;0;0;1;0
28256;;Mateiros;8;15;10;12;9;12;202;NA;NA;36;9;2;14;18;5;12;62;20;15;NA;NA;1;1;0;2;0;0;1;NA
28269;;Mateiros;7;15;11;12;10;13;219;NA;NA;36;9;2;14;20;6;12;66;20;15;NA;NA;1;1;1;0;0;0;1;NA
28270;;Mateiros;8;15;11;13;10;15;228;6;3;41;9;2;14;18;4;12;71;19;16;5;NA;1;1;1;2;0;0;0;0
28264;;Mateiros;7;14;11;10;8;15;216;NA;4;38;8;2;14;18;4;11;59;19;15;6;NA;0;1;0;2;0;0;1;NA
28265;;Mateiros;7;14;11;12;10;12;212;5;3;37;8;2;14;18;3;11;64;18;14;5;NA;1;1;0;0;0;0;1;0
28292;;Mateiros;8;15;11;12;10;14;252;NA;NA;41;12;4;14;20;5;12;76;19;14;NA;NA;1;1;1;0;0;0;0;NA
28226;;Mateiros;8;16;12;12;10;15;261;6;4;38;8;2;14;20;5;11;72;19;14;6;NA;0;1;0;2;0;0;1;0
28208;;Mateiros;8;15;10;10;10;13;244;6;4;41;9;2;14;18;5;11;67;20;14;6;NA;0;1;1;0;0;0;1;0
28234;;Mateiros;7;15;12;12;10;13;244;NA;NA;40;10;2;14;18;3;12;69;19;15;6;NA;1;1;1;2;0;0;0;NA
28309;;Mateiros;7;14;11;12;10;14;230;7;3;43;12;4;14;18;3;11;74;19;14;7;NA;0;1;1;2;0;0;0;0
28310;;Mateiros;8;14;11;10;8;15;216;8;4;32;8;4;14;20;7;11;65;20;13;5;NA;1;1;0;2;0;0;0;0
28308;;Mateiros;8;16;11;12;10;15;227;6;3;36;12;5;14;19;4;11;71;20;14;7;NA;0;1;1;2;0;0;0;0
28303;;Mateiros;8;16;12;13;10;14;202;NA;3;38;10;4;14;18;5;11;67;18;14;6;NA;1;1;1;2;0;0;0;0
28206;;Mateiros;8;13;10;10;9;12;230;NA;4;39;11;2;14;17;5;11;67;19;14;6;NA;1;1;1;0;0;2;1;0
28225;;Mateiros;7;15;13;12;10;13;222;NA;NA;41;8;2;14;20;5;12;64;18;14;5;NA;0;1;1;2;0;0;0;NA
28248;;Mateiros;8;15;10;11;9;14;227;NA;NA;40;10;2;14;18;4;12;68;20;13;6;NA;1;1;1;0;0;0;1;NA
28262;;Mateiros;8;16;11;12;10;14;206;8;4;43;9;2;14;18;4;11;69;19;15;6;NA;0;1;1;0;0;0;1;NA
28238;;Mateiros;9;15;11;12;10;13;215;7;4;38;11;3;14;18;4;12;NA;18;14;6;NA;1;1;1;2;0;0;1;0
28273;;Mateiros;7;16;12;12;10;13;212;6;4;39;6;2;14;18;4;11;64;18;15;5;NA;1;1;1;0;0;0;1;0
28240;;Mateiros;7;16;10;11;10;13;197;NA;4;35;11;2;14;18;2;11;62;19;15;6;NA;1;1;1;2;0;0;1;0
28228;;Mateiros;7;16;12;13;11;13;210;5;3;39;12;3;14;18;5;11;67;19;15;5;NA;1;1;1;0;0;0;0;0
28261;;Mateiros;7;14;10;12;10;14;240;7;4;40;10;2;14;19;4;12;72;20;15;6;NA;1;1;1;0;0;0;1;0
28236;;Mateiros;8;15;11;12;10;13;220;7;4;38;11;2;14;20;5;10;67;18;15;7;NA;0;1;1;2;0;0;0;0
28305;;Mateiros;8;16;10;11;9;14;203;6;3;NA;10;4;14;NA;4;12;73;18;15;NA;NA;0;1;1;0;0;0;0;0
28239;;Mateiros;7;16;11;12;10;14;226;6;4;41;11;3;14;18;3;10;74;18;15;6;NA;1;1;1;0;0;0;0;0
28252;;Mateiros;7;15;11;12;10;13;212;NA;4;35;9;2;14;20;4;11;64;18;14;5;NA;1;1;1;2;0;0;1;0
28293;;Mateiros;7;14;12;11;10;14;200;NA;4;34;10;2;14;19;5;10;68;20;13;6;NA;0;1;1;2;0;0;1;NA
28291;;Mateiros;8;14;12;12;10;14;240;NA;4;40;11;3;15;20;5;11;68;20;14;6;NA;0;1;0;0;0;0;0;NA
28263;;Mateiros;7;15;10;12;10;13;216;NA;NA;34;10;2;14;18;5;12;78;20;16;5;NA;1;1;0;2;0;0;1;NA
28271;;Mateiros;7;15;11;11;10;14;215;NA;NA;38;11;2;14;20;3;11;74;19;15;NA;NA;1;1;1;0;0;0;1;NA
28304;;Mateiros;8;15;12;12;10;14;NA;NA;NA;NA;NA;3;14;18;4;12;73;18;15;NA;NA;0;1;1;2;0;0;0;NA
28307;;Mateiros;NA;14;12;11;10;13;NA;NA;NA;NA;9;3;14;20;5;10;74;20;15;6;14;NA;NA;NA;0;0;0;0;0
28289;;Mateiros;8;16;11;10;10;14;231;NA;4;41;10;2;14;20;6;12;71;19;14;5;NA;0;1;0;0;0;0;1;NA
40976;;Mateiros;8;11;12;12;10;15;NA;6;4;NA;10;2;14;18;5;11;66;19;15;6;NA;1;2;1;0;0;0;1;0
41014;;Mateiros;8;13;12;10;10;16;227;NA;NA;29;10;2;14;21;3;13;64;20;14;7;NA;1;1;1;0;0;0;1;NA
41020;;Mateiros;8;13;11;12;10;14;233;NA;NA;40;10;4;14;19;5;11;65;18;15;NA;NA;0;1;1;0;0;0;0;NA
40969;;Mateiros;7;13;11;11;10;14;210;NA;NA;35;6;2;14;20;6;11;66;18;15;NA;NA;NA;NA;NA;2;0;0;2;NA
41088;;Mateiros;7;15;12;12;10;15;231;NA;NA;37;10;2;14;19;7;12;61;19;15;6;NA;0;1;1;0;0;0;2;NA
41079;;Mateiros;7;15;12;12;10;13;221;NA;4;32;8;2;14;19;3;13;65;19;15;6;NA;0;1;1;0;0;0;1;0
41082;;Mateiros;8;15;11;10;10;15;NA;NA;NA;NA;NA;2;14;19;6;12;66;19;15;5;NA;1;1;1;0;0;0;0;0
41006;;Mateiros;7;14;9;10;10;14;198;NA;NA;37;8;2;14;17;6;12;64;20;16;6;NA;1;1;1;0;0;0;2;0
41068;;Mateiros;7;14;10;12;10;15;216;NA;NA;40;7;2;14;19;8;12;66;20;NA;6;NA;0;1;1;0;0;0;2;NA
40980;;Mateiros;7;14;12;12;11;15;206;NA;NA;33;7;2;14;18;5;11;67;18;14;7;NA;1;1;1;2;0;0;2;NA
41002;;Mateiros;8;16;11;10;10;15;224;NA;NA;37;9;2;14;20;6;12;69;18;15;NA;NA;0;2;0;0;0;0;1;NA
41049;;Mateiros;8;15;11;11;10;14;218;6;4;32;10;3;14;18;5;12;61;20;15;6;15;0;2;1;0;0;0;1;0
40973;;Mateiros;7;12;10;12;10;14;206;6;4;NA;9;2;14;19;4;13;65;19;13;5;NA;0;1;1;0;0;0;1;0
41021;;Mateiros;8;14;12;12;10;15;208;NA;NA;34;9;2;14;18;6;13;60;18;15;NA;NA;1;1;0;0;0;0;1;NA
41080;;Mateiros;8;13;11;10;9;14;199;NA;NA;34;11;3;14;18;5;13;57;19;15;NA;NA;0;1;1;0;0;0;0;NA
40979;;Mateiros;7;15;12;10;9;13;226;NA;4;37;10;3;14;18;5;12;64;18;13;5;NA;0;1;1;2;0;0;0;0
41060;;Mateiros;8;13;8;10;8;12;193;NA;4;40;8;3;14;18;5;12;61;19;16;6;NA;0;1;1;0;0;0;1;0
40968;;Mateiros;8;15;12;10;10;15;215;NA;4;35;9;2;13;19;6;12;62;18;14;6;NA;0;1;1;0;0;0;1;0
41071;;Mateiros;8;15;11;12;10;15;198;8;4;35;13;4;14;20;4;14;62;19;15;4;NA;0;2;1;2;0;0;0;0
41069;;Mateiros;7;15;11;11;10;14;216;6;4;36;13;4;14;15;5;13;62;20;15;5;NA;0;1;1;0;0;0;0;0
41038;;Mateiros;7;13;10;12;10;14;221;NA;NA;36;8;2;15;18;6;12;70;20;16;6;NA;0;1;0;0;0;0;1;NA
40989;;Mateiros;8;14;12;10;10;16;243;NA;NA;36;12;2;14;18;7;11;62;18;16;NA;NA;1;1;1;0;0;0;1;NA
40985;;Mateiros;8;13;10;12;10;14;235;7;4;31;10;3;13;19;7;12;69;20;16;5;10;0;1;1;0;0;0;1;0
40965;;Mateiros;8;14;11;10;10;14;239;NA;NA;36;11;4;15;18;7;12;69;19;15;NA;NA;1;1;1;0;0;0;0;NA
41056;;Mateiros;8;15;12;10;10;15;222;7;4;39;12;4;14;19;5;12;79;20;15;6;NA;0;1;1;2;0;0;0;0
41077;;Mateiros;7;13;11;12;10;13;216;NA;4;35;11;4;13;19;5;12;68;19;15;6;NA;0;1;1;0;0;0;0;0
41013;;Mateiros;8;16;11;10;10;15;219;NA;NA;35;11;4;14;20;7;12;73;21;17;6;NA;0;1;0;0;0;0;0;0
41070;;Mateiros;7;14;11;10;10;15;218;NA;4;NA;11;4;15;19;5;12;68;20;15;6;NA;0;1;0;0;0;0;0;0
41086;;Mateiros;8;14;10;10;10;14;NA;6;4;NA;11;4;14;20;5;11;NA;19;15;6;15;0;1;1;0;0;0;0;0
40992;;Mateiros;8;15;13;12;10;15;226;7;NA;39;11;4;14;19;7;13;71;21;15;5;NA;0;1;1;0;0;0;0;0
41064;;Mateiros;7;13;11;12;10;15;NA;6;3;NA;NA;3;14;18;4;13;NA;19;16;7;NA;1;1;1;2;0;0;0;0
41068;;Mateiros;8;15;10;12;10;14;215;NA;NA;33;10;3;14;18;5;12;64;18;15;NA;NA;0;1;1;2;0;0;1;NA
40974;;Mateiros;8;16;12;10;10;15;219;NA;4;36;12;4;14;19;4;12;68;20;15;6;NA;1;1;1;0;0;0;0;0
41061;;Mateiros;7;15;11;10;10;13;204;7;4;36;10;3;13;19;4;12;64;19;15;5;NA;1;1;1;0;0;0;0;0
41045;;Mateiros;8;14;11;12;8;16;220;NA;NA;32;11;3;14;18;6;12;62;18;15;6;NA;1;1;1;0;0;0;1;NA
41027;;Mateiros;7;15;12;11;9;13;209;NA;NA;35;8;3;14;19;5;13;68;18;16;NA;NA;1;1;1;0;0;0;1;NA
41075;;Mateiros;7;14;10;10;10;15;205;6;4;34;10;3;14;18;6;12;62;18;16;6;NA;0;1;1;0;0;0;1;0
41073;;Mateiros;7;15;12;10;10;15;213;6;4;35;11;4;14;18;6;11;60;19;16;6;NA;1;1;1;2;0;0;0;0
41046;;Mateiros;7;14;10;12;10;15;210;NA;4;36;8;2;14;18;6;12;60;19;17;5;NA;1;1;0;0;0;0;0;0
41035;;Mateiros;8;13;12;12;10;14;220;6;4;35;9;2;14;17;5;12;59;18;15;5;NA;0;1;1;2;0;0;1;0
41089;;Mateiros;8;16;13;12;10;15;213;NA;NA;36;9;2;14;18;5;13;NA;21;15;NA;NA;1;1;1;0;0;0;0;NA
41087;;Mateiros;7;15;11;10;10;14;215;NA;NA;37;11;3;14;18;6;11;61;21;15;NA;NA;1;1;1;0;0;0;0;NA
41005;;Mateiros;8;12;10;12;10;15;215;NA;NA;36;11;2;14;18;4;11;55;18;15;NA;NA;1;1;1;0;0;0;0;NA
41031;;Mateiros;8;15;12;12;11;15;206;NA;NA;34;7;2;14;18;5;12;66;18;16;NA;NA;0;1;0;0;0;0;1;NA
40986;;Mateiros;8;15;10;11;10;15;207;NA;NA;35;8;2;13;20;3;13;62;19;15;NA;NA;1;1;1;0;0;0;1;NA
41067;;Mateiros;8;16;12;13;10;16;231;NA;NA;35;9;2;14;19;6;13;72;21;18;NA;NA;1;2;1;0;0;0;1;NA
41033;;Mateiros;8;15;10;12;10;16;231;NA;4;36;10;3;14;19;4;13;78;18;16;7;NA;0;1;1;0;0;0;0;0
41050;;Mateiros;8;14;11;12;10;15;253;6;4;41;9;2;14;19;5;12;67;20;16;8;NA;0;1;1;0;0;0;0;0
40978;;Mateiros;7;16;10;12;11;15;NA;NA;NA;NA;NA;NA;NA;NA;3;11;NA;18;16;7;NA;0;1;1;0;0;0;2;0
