"","ID","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Locality","Brazilian State","Latitude","Longitude","gymno_clades","Species","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"396","28253",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"397","28243",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"398","28287",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"399","28282",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"400","28275",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"401","28204",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"402","28272",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"403","28268",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"404","28213",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"405","28302",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"406","28274",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"407","28245",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"408","28210",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"409","28224",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"410","28255",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"411","28286",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"412","28266",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"413","28254",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"414","28256",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"415","28269",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"416","28270",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"417","28264",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"418","28265",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"419","28292",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"420","28226",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"421","28208",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"422","28234",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"423","28309",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"424","28310",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"425","28308",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"426","28303",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"427","28206",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"428","28225",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"429","28248",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"430","28262",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"431","28238",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"432","28273",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"433","28240",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"434","28228",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"435","28261",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"436","28236",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"437","28305",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"438","28239",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"439","28252",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"440","28293",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"441","28291",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"442","28263",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"443","28271",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"444","28304",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"445","28307",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"446","28289",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"447","40976",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"448","41014",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"449","41020",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"450","40969",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"451","41088",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"452","41079",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"453","41082",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"454","41006",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"455","41068",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"456","40980",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"457","41002",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"458","41049",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"459","40973",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"460","41021",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"461","41080",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"462","40979",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"463","41060",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"464","40968",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"465","41071",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"466","41069",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"467","41038",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"468","40989",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"469","40985",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"470","40965",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"471","41056",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"472","41077",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"473","41013",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"474","41070",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"475","41086",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"476","40992",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"477","41064",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"478","41068",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"479","40974",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"480","41061",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"481","41045",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"482","41027",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"483","41075",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"484","41073",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"485","41046",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"486","41035",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"487","41089",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"488","41087",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"489","41005",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"490","41031",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"491","40986",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"492","41067",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"493","41033",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"494","41050",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"495","40978",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"496","41004",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"497","41051",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"498","40988",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"499","41042",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"500","41011",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"501","41062",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"502","41030",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"503","41055",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"504","41039",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"505","41000",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"506","41081",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"507","41037",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"508","41028",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"509","41076",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"510","41091",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"511","40964",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"512","40984",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"513","40998",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"514","14150",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"515","14148",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"516","14149",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,NA,-10.70224,-46.41278,10,NA,NA,NA
"517","3108",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"518","3054",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"519","3064",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"520","3101",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"521","3056",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"522","3122",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"523","3092",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"524","3121",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"525","8035",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"526","3028",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"527","3041",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"528","8001",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"529","3037",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"530","3080",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"531","3070",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"532","3010",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"533","3076",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"534","3055",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"535","3051",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"536","3035",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"537","3021",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"538","3120",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"539","3087",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"540","3126",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"541","3025",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"542","3045",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"543","3044",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"544","3022",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"545","3117",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"546","3124",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"547","3065",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"548","3030",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"549","3031",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"550","3103",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"551","3097",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"552","3067",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"553","3017",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"554","3018",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"555","3079",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"556","3102",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"557","3019",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"558","3093",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"559","3026",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"560","3089",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"561","3115",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"562","3011",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"563","3111",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"564","8005",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"565","3083",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"566","3118",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"567","3106",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"568","8002",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"569","3131",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"570","3099",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"571","3009",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"572","3128",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"573","3047",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"574","3133",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"575","3024",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"576","3107",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"577","3020",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"578","3016",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"579","3094",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"580","3012",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"581","3057",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"582","3116",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"583","3085",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"584","3059",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"585","3053",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"586","3048",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"587","3061",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"588","3091",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"589","3029",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"590","3074",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"591","3066",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"592","3084",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"593","3081",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"594","3123",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"595","3125",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"596","3062",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"597","3015",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"598","3027",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"599","3073",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"600","8003",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"601","3046",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"602","3038",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"603","8004",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"604","3075",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"605","3049",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"606","3069",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"607","3072",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"608","3043",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
"609","3096",NA,NA,NA,"CHUNB",NA,"SIM","Minacu",NA,NA,-13.49575,-48.3974,2,NA,NA,NA
