"","ID","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Locality","Brazilian State","Latitude","Longitude","gymno_clades","Species","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"825","33547",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"826","33564",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"827","33572",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"828","37095",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"829","37130",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"830","37120",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"831","37124",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"832","37131",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"833","37100",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"834","33576",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"835","37087",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"836","37112",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"837","37117",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"838","37108",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"839","33567",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"840","37085",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"841","37119",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"842","33575",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"843","37127",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"844","37106",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"845","37092",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"846","33580",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"847","37110",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"848","37122",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"849","33557",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"850","37105",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"851","37113",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"852","37107",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"853","33577",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"854","37138",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"855","37129",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"856","37097",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"857","37133",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"858","37137",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"859","37135",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"860","37099",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"861","37134",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"862","33582",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"863","37136",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"864","37101",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"865","33579",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"866","37102",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"867","33573",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,NA,-12.75309,-47.75906,7,NA,NA,NA
"868","50829",NA,NA,NA,"CHUNB",NA,"SIM","PedroAfonso",NA,NA,-8.58,-48.1,NA,NA,NA,NA
"869","50830",NA,NA,NA,"CHUNB",NA,"SIM","PedroAfonso",NA,NA,-8.58,-48.1,NA,NA,NA,NA
"870","52612",NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"871","52610",NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"872","52609",NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"873","52608",NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"874","52607",NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"875","91509",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"876","91511",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"877","91510",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"878","89577",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"879","89579",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"880","89578",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"881","89581",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"882","89580",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"883","89576",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"884","88728",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"885","88730",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"886","88729",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"887","88731",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"888","96288",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"889","96286",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"890","96292",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"891","96284",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"892","96290",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"893","96289",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"894","96291",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"895","96285",NA,NA,NA,"MZUSP",NA,"SIM","Peixe",NA,NA,-12.03333333,-48.35,6,NA,NA,NA
"896","893",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"897","87",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"898","11080",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"899","39806",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"900","90",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"901","34684",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"902","312",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"903","386",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"904","391",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"905","92",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"906","299",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"907","377",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"908","34682",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"909","293",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"910","91",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"911","94",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"912","88",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"913","385",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"914","86",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"915","34681",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"916","297",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"917","39924",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"918","9497",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"919","34683",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"920","39851",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"921","372",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"922","296",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"923","375",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"924","374",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"925","373",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"926","384",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"927","301",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"928","379",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"929","380",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"930","388",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"931","292",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"932","387",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"933","311",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"934","93",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"935","396",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"936","310",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"937","307",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"938","294",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"939","389",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"940","392",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"941","309",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"942","314",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"943","304",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"944","302",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"945","95",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"946","308",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"947","390",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"948","306",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"949","376",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"950","313",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"951","298",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"952","303",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"953","381",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"954","378",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"955","395",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"956","398",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"957","383",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"958","397",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"959","305",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"960","300",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"961","96",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"962","394",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"963","382",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"964","399",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"965","89",NA,NA,NA,"CHUNB",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"966","56572",NA,NA,NA,"MZUSP",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"967","79380",NA,NA,NA,"MZUSP",NA,"SIM","Pirenopolis",NA,NA,-15.82596,-49.01104,NA,NA,NA,NA
"968","339",NA,NA,NA,"MZUSP",NA,"SIM","Pium",NA,NA,-10.44222222,-49.18555556,NA,NA,NA,NA
"969","338",NA,NA,NA,"MZUSP",NA,"SIM","Pium",NA,NA,-10.44222222,-49.18555556,NA,NA,NA,NA
"970","342",NA,NA,NA,"MZUSP",NA,"SIM","Pium",NA,NA,-10.44222222,-49.18555556,NA,NA,NA,NA
"971","344",NA,NA,NA,"MZUSP",NA,"SIM","Pium",NA,NA,-10.44222222,-49.18555556,NA,NA,NA,NA
"972","38911",NA,NA,NA,"CHUNB",NA,"SIM","PortoAlegreTocantins",NA,NA,-11.6,-47.04,NA,NA,NA,NA
"973","38912",NA,NA,NA,"CHUNB",NA,"SIM","PortoAlegreTocantins",NA,NA,-11.6,-47.04,NA,NA,NA,NA
"974","38913",NA,NA,NA,"CHUNB",NA,"SIM","PortoAlegreTocantins",NA,NA,-11.6,-47.04,NA,NA,NA,NA
"975","47754",NA,NA,NA,"CHUNB",NA,"SIM","PortoNacional",NA,NA,-10.7,-48.41666667,NA,NA,NA,NA
"976","78244",NA,NA,NA,"MZUSP",NA,"SIM","PortoNacional",NA,NA,-10.7,-48.41666667,NA,NA,NA,NA
"977","69394",NA,NA,NA,"MZUSP",NA,"SIM","Posse",NA,NA,-14.08333333,-46.33333333,NA,NA,NA,NA
"978","69396",NA,NA,NA,"MZUSP",NA,"SIM","Posse",NA,NA,-14.08333333,-46.33333333,NA,NA,NA,NA
"979","69395",NA,NA,NA,"MZUSP",NA,"SIM","Posse",NA,NA,-14.08333333,-46.33333333,NA,NA,NA,NA
"980","4052",NA,NA,NA,"MZUSP",NA,"SIM","RiodasMortes",NA,NA,-13.3,-51.24,NA,NA,NA,NA
"981","4853",NA,NA,NA,"MZUSP",NA,"SIM","RiodasMortes",NA,NA,-13.3,-51.24,NA,NA,NA,NA
"982","4053",NA,NA,NA,"MZUSP",NA,"SIM","RiodasMortes",NA,NA,-13.3,-51.24,NA,NA,NA,NA
"983","4054",NA,NA,NA,"MZUSP",NA,"SIM","RiodasMortes",NA,NA,-13.3,-51.24,NA,NA,NA,NA
"984","4854",NA,NA,NA,"MZUSP",NA,"SIM","RiodasMortes",NA,NA,-13.3,-51.24,NA,NA,NA,NA
"985","29617",NA,NA,NA,"MZUSP",NA,"SIM","RioVerde",NA,NA,-17.8,-50.93333333,NA,NA,NA,NA
"986","35225",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"987","33556",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"988","33566",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"989","35215",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"990","35233",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"991","37141",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"992","33538",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"993","33565",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"994","35207",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"995","35228",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"996","35218",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"997","35209",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"998","37152",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"999","43927",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1000","37146",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1001","43932",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1002","43930",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1003","33574",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1004","33543",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1005","43924",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1006","33554",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1007","35217",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1008","43922",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1009","35196",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1010","43923",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1011","33560",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1012","37157",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1013","37156",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1014","37149",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1015","37155",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1016","37158",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1017","37151",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1018","37150",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1019","35229",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1020","43929",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1021","37143",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1022","35208",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1023","35223",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1024","37160",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1025","33578",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1026","35221",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1027","37153",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1028","43931",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1029","43914",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1030","35202",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1031","43919",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1032","37147",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1033","37139",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
"1034","35210",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,NA,-13.44979,-46.4481,1,NA,NA,NA
