"","Tombo","Localidade","gymno_clades","Latitude","Longitude","cantr","asup","ainf","sup","inf","supra","dor","fqui","qui","tub","ocel","ocef","ftub","vem","men","lam","fven","fem","lama","clo","ane","nas","supn","front","ftim","ptim","odor","omem","anec"
"483",3020,"Minacu",2,-13.49575,-48.3974,8,16,9,13,10,16,165,6,3,34,10,4,14,21,5,12,76,19,16,4,13,1,1,1,0,0,0,0,0
"484",3016,"Minacu",2,-13.49575,-48.3974,8,16,12,11,10,15,189,7,4,40,9,4,14,19,5,12,74,19,16,5,12,1,1,0,0,0,0,1,0
"485",3094,"Minacu",2,-13.49575,-48.3974,7,15,10,11,10,16,176,6,4,27,8,4,14,19,5,11,66,18,16,4,17,1,1,1,0,0,0,0,0
"486",3012,"Minacu",2,-13.49575,-48.3974,7,16,11,13,10,15,178,7,4,39,8,3,14,18,4,12,68,20,16,6,13,0,1,0,0,0,0,1,0
"487",3057,"Minacu",2,-13.49575,-48.3974,7,15,10,12,10,16,182,6,4,43,9,3,15,18,5,11,63,18,15,4,13,1,1,1,0,0,0,0,0
"488",3116,"Minacu",2,-13.49575,-48.3974,8,14,8,12,10,13,183,7,5,36,10,4,14,21,4,12,61,22,15,7,14,0,1,0,0,0,0,0,0
"489",3085,"Minacu",2,-13.49575,-48.3974,8,15,11,12,10,13,174,4,4,36,8,2,14,19,7,11,67,19,14,5,13,0,1,1,0,0,0,1,0
"490",3059,"Minacu",2,-13.49575,-48.3974,7,16,10,14,12,15,164,7,4,32,10,4,16,21,3,12,64,19,17,6,15,0,2,0,0,0,0,0,0
"491",3053,"Minacu",2,-13.49575,-48.3974,8,16,11,12,10,13,173,4,3,34,8,5,14,19,4,11,64,19,15,7,12,1,1,1,0,0,0,0,0
"492",3048,"Minacu",2,-13.49575,-48.3974,8,16,10,12,10,15,178,2,0,29,8,2,12,18,6,12,63,21,14,3,12,0,1,1,0,0,0,0,0
"493",3061,"Minacu",2,-13.49575,-48.3974,8,16,9,12,10,14,168,6,4,38,11,2,15,20,7,12,62,20,15,7,12,0,0,1,0,0,0,0,0
"494",3091,"Minacu",2,-13.49575,-48.3974,8,15,10,13,10,12,172,6,3,37,9,4,14,21,7,12,60,20,15,5,11,0,1,1,0,0,0,0,0
"495",3029,"Minacu",2,-13.49575,-48.3974,7,16,9,12,10,14,196,7,4,28,8,3,14,19,5,12,61,20,15,4,14,0,1,1,0,0,0,1,0
"496",3074,"Minacu",2,-13.49575,-48.3974,8,15,10,13,10,13,189,6,3,38,7,2,14,20,5,12,67,20,15,4,11,0,1,1,0,0,0,1,0
"497",3066,"Minacu",2,-13.49575,-48.3974,7,14,10,12,10,14,184,7,3,32,9,2,14,21,5,11,60,21,15,6,11,0,1,1,0,0,0,1,0
"498",3084,"Minacu",2,-13.49575,-48.3974,7,13,9,13,10,12,187,5,3,36,8,3,15,20,7,12,70,20,15,7,12,0,1,1,0,0,0,1,0
"499",3081,"Minacu",2,-13.49575,-48.3974,7,14,11,13,11,17,208,4,3,33,9,4,14,19,3,14,72,19,17,4,16,1,2,0,0,0,0,0,0
"500",3123,"Minacu",2,-13.49575,-48.3974,8,17,10,12,10,13,206,4,2,30,8,2,13,21,6,11,71,19,14,7,11,0,1,1,0,0,0,0,0
"501",3125,"Minacu",2,-13.49575,-48.3974,7,17,9,12,10,15,199,6,4,33,10,2,14,21,4,13,76,21,15,5,12,1,1,1,0,0,0,0,0
"502",3062,"Minacu",2,-13.49575,-48.3974,8,14,10,12,11,11,211,5,3,32,9,2,14,21,5,12,68,20,14,5,12,0,1,1,0,0,0,0,0
"503",3015,"Minacu",2,-13.49575,-48.3974,8,16,10,12,11,15,179,5,4,31,9,2,14,19,4,14,65,19,15,5,13,1,2,1,0,0,0,0,0
"504",3027,"Minacu",2,-13.49575,-48.3974,7,16,10,12,10,14,206,5,4,27,9,2,14,20,3,14,76,20,15,7,6,1,1,1,2,0,0,0,0
"505",3073,"Minacu",2,-13.49575,-48.3974,6,15,10,11,9,15,180,4,2,31,8,3,13,19,5,12,64,19,16,7,11,1,1,1,2,0,0,0,0
"506",8003,"Minacu",2,-13.49575,-48.3974,8,17,11,13,12,15,185,5,3,32,7,3,14,18,6,12,70,21,15,6,16,1,2,1,0,0,0,0,0
"507",3046,"Minacu",2,-13.49575,-48.3974,7,16,10,12,10,13,184,4,3,29,9,2,12,19,2,11,70,19,14,6,12,1,1,1,0,0,0,0,0
"508",3038,"Minacu",2,-13.49575,-48.3974,8,16,10,12,10,15,206,3,2,31,9,4,14,20,4,11,68,20,14,7,12,1,1,1,0,0,0,0,0
"509",8004,"Minacu",2,-13.49575,-48.3974,8,14,10,12,10,16,192,5,4,33,9,3,14,20,5,11,69,21,15,4,13,1,1,1,0,0,0,0,0
"510",3075,"Minacu",2,-13.49575,-48.3974,7,15,11,16,12,17,189,4,3,30,9,2,14,20,5,12,76,20,16,5,14,0,1,1,2,0,0,1,0
"511",3049,"Minacu",2,-13.49575,-48.3974,7,17,11,12,10,16,192,7,4,37,12,4,16,20,3,11,60,19,15,5,13,1,1,1,0,0,0,1,0
"512",3069,"Minacu",2,-13.49575,-48.3974,7,16,10,12,9,14,178,3,0,32,6,2,14,22,6,14,65,18,15,7,12,0,1,1,0,0,0,1,0
"513",3072,"Minacu",2,-13.49575,-48.3974,8,17,11,12,10,16,181,4,2,34,7,3,14,21,5,12,65,19,15,5,11,0,1,1,0,0,0,1,0
"514",3043,"Minacu",2,-13.49575,-48.3974,7,16,10,13,10,15,171,4,3,36,10,2,14,21,5,11,63,19,15,4,16,0,1,0,0,0,0,0,0
"515",3096,"Minacu",2,-13.49575,-48.3974,7,13,11,12,9,14,169,6,3,32,9,3,13,22,5,12,63,21,16,6,14,1,1,1,0,0,0,0,0
"516",3090,"Minacu",2,-13.49575,-48.3974,8,17,11,14,12,16,177,4,3,30,6,3,14,21,6,13,58,18,16,5,13,1,1,1,0,0,0,1,0
"517",3109,"Minacu",2,-13.49575,-48.3974,8,17,11,12,10,15,192,6,5,36,10,2,14,20,4,12,63,19,14,5,12,1,1,1,0,0,0,0,0
"518",3113,"Minacu",2,-13.49575,-48.3974,8,16,9,11,10,13,159,7,4,43,10,2,14,18,4,12,65,19,14,5,12,0,1,1,0,0,0,1,0
"519",3014,"Minacu",2,-13.49575,-48.3974,8,15,10,14,11,14,164,6,5,34,9,3,14,20,6,11,57,19,14,5,12,0,1,1,0,0,0,0,0
"520",3039,"Minacu",2,-13.49575,-48.3974,8,16,12,11,11,14,179,7,5,31,9,3,14,20,5,11,66,19,14,6,13,0,1,1,0,0,0,0,0
"521",3050,"Minacu",2,-13.49575,-48.3974,8,14,10,11,10,14,176,5,3,33,8,3,14,21,5,11,63,20,15,4,13,1,1,1,0,0,0,0,0
"522",8006,"Minacu",2,-13.49575,-48.3974,8,17,11,11,10,15,234,4,4,36,10,4,14,24,3,14,71,20,15,7,13,0,1,1,2,1,0,0,0
"523",8042,"Minacu",2,-13.49575,-48.3974,9,15,10,12,10,13,219,3,3,29,10,2,14,19,3,12,66,22,15,7,11,0,1,1,0,0,0,0,0
"524",8050,"Minacu",2,-13.49575,-48.3974,7,17,10,12,10,14,189,3,2,33,10,4,14,19,5,12,67,20,15,6,15,0,1,1,0,0,0,0,0
"525",8010,"Minacu",2,-13.49575,-48.3974,8,17,10,12,12,14,193,7,3,26,10,3,14,20,3,13,64,20,14,6,11,1,1,1,0,0,0,0,0
"526",8024,"Minacu",2,-13.49575,-48.3974,8,15,10,12,10,14,199,4,3,32,8,2,14,19,4,12,63,19,15,7,11,0,1,1,0,0,0,0,0
"527",8036,"Minacu",2,-13.49575,-48.3974,8,15,10,11,10,15,181,8,5,33,13,4,14,18,7,11,66,20,14,6,14,1,2,0,0,0,0,0,0
"528",8020,"Minacu",2,-13.49575,-48.3974,8,13,11,12,10,14,193,6,4,34,8,4,14,21,4,12,62,19,15,6,17,0,1,1,0,0,0,0,0
"529",8017,"Minacu",2,-13.49575,-48.3974,8,16,9,13,10,14,194,4,3,39,10,2,14,20,5,10,60,18,14,7,12,0,1,1,0,0,0,1,0
"530",8019,"Minacu",2,-13.49575,-48.3974,7,13,9,11,10,16,170,7,4,33,9,3,13,19,4,12,62,21,14,6,15,1,1,1,2,0,0,0,0
"531",8052,"Minacu",2,-13.49575,-48.3974,8,15,11,10,11,14,180,6,4,32,8,2,14,19,4,12,56,19,14,5,12,0,1,1,0,0,0,1,0
"532",8012,"Minacu",2,-13.49575,-48.3974,8,15,12,11,10,13,198,4,3,31,7,3,14,20,6,12,65,20,15,6,12,0,1,1,0,0,0,0,0
"533",8007,"Minacu",2,-13.49575,-48.3974,8,16,10,11,10,13,201,7,4,37,10,3,14,20,4,11,60,21,15,4,12,0,1,1,0,0,0,0,0
"534",8013,"Minacu",2,-13.49575,-48.3974,8,13,11,11,10,13,184,6,3,28,7,2,14,22,7,13,57,17,14,5,12,1,2,0,0,0,0,0,0
"535",8058,"Minacu",2,-13.49575,-48.3974,8,16,10,12,12,14,178,5,2,30,9,3,14,21,5,11,64,20,14,6,11,0,1,1,0,0,0,0,0
"536",8021,"Minacu",2,-13.49575,-48.3974,7,15,10,11,10,15,222,4,3,36,9,4,15,19,3,12,68,18,16,7,18,0,2,1,2,0,0,0,0
"537",8029,"Minacu",2,-13.49575,-48.3974,8,15,10,14,10,15,182,5,2,37,7,2,14,19,5,12,77,21,15,4,14,0,1,0,2,0,0,1,0
"538",8016,"Minacu",2,-13.49575,-48.3974,8,16,11,12,10,15,242,5,4,32,9,3,13,19,3,12,62,20,15,5,12,0,1,1,0,0,0,0,0
"539",8009,"Minacu",2,-13.49575,-48.3974,8,15,9,12,10,14,199,5,4,32,10,4,14,20,4,12,59,19,15,7,14,0,1,1,2,0,0,1,0
"540",8046,"Minacu",2,-13.49575,-48.3974,8,15,11,14,10,14,198,6,3,35,8,4,14,19,5,12,67,19,15,5,13,1,1,1,0,1,0,0,0
"541",8015,"Minacu",2,-13.49575,-48.3974,8,16,10,11,10,14,193,6,4,35,10,3,14,20,8,11,67,18,15,5,13,0,1,1,0,1,0,0,0
"542",8043,"Minacu",2,-13.49575,-48.3974,7,14,10,12,10,12,198,3,0,27,9,2,14,19,3,13,60,19,14,4,11,0,1,0,0,0,0,1,0
"543",8056,"Minacu",2,-13.49575,-48.3974,7,14,11,11,10,14,189,6,3,33,11,3,14,19,7,12,61,19,15,8,12,0,1,1,0,0,0,0,0
"544",53160,"Minacu",2,-13.49575,-48.3974,7,14,11,12,10,15,184,7,4,37,10,3,14,19,5,13,67,19,15,6,14,0,1,1,0,0,0,0,0
"545",8014,"Minacu",2,-13.49575,-48.3974,7,15,12,12,10,15,195,6,4,28,9,2,14,20,6,13,66,18,15,6,14,1,2,0,0,0,0,1,0
"546",8011,"Minacu",2,-13.49575,-48.3974,7,15,9,12,10,13,197,7,3,37,6,2,14,20,5,13,73,20,16,6,12,0,0,1,0,0,0,1,0
"547",8047,"Minacu",2,-13.49575,-48.3974,8,14,9,12,10,15,215,5,3,30,8,2,14,20,5,13,67,19,15,7,11,0,1,1,0,0,0,1,0
"548",8023,"Minacu",2,-13.49575,-48.3974,7,15,11,12,10,15,199,5,3,35,8,2,14,20,5,12,63,19,15,8,15,0,2,1,0,0,0,1,0
"549",8018,"Minacu",2,-13.49575,-48.3974,8,16,11,12,10,14,184,4,2,30,6,2,14,20,4,12,78,19,16,9,11,1,1,1,0,0,0,1,0
"550",8045,"Minacu",2,-13.49575,-48.3974,8,16,9,12,10,16,204,4,3,31,10,3,12,19,3,12,78,20,16,5,14,1,2,0,0,0,0,1,0
"551",8034,"Minacu",2,-13.49575,-48.3974,9,16,12,13,12,14,212,3,3,28,8,3,14,19,6,12,91,19,14,6,12,0,1,0,2,0,0,1,0
"552",8028,"Minacu",2,-13.49575,-48.3974,7,15,10,12,12,14,201,5,3,34,9,3,14,19,4,12,67,19,15,5,10,0,1,0,0,0,0,0,0
"553",8026,"Minacu",2,-13.49575,-48.3974,8,15,11,12,10,13,189,6,3,30,7,2,12,20,3,12,65,20,16,5,13,1,1,1,0,0,0,0,0
"554",8051,"Minacu",2,-13.49575,-48.3974,7,15,10,12,10,14,206,4,2,32,8,2,12,18,4,12,64,19,15,6,11,1,1,1,0,0,0,1,0
"555",3086,"Minacu",2,-13.49575,-48.3974,9,18,10,12,10,14,205,5,2,29,8,2,14,20,5,12,66,19,15,5,11,0,1,1,0,0,0,0,0
"556",8025,"Minacu",2,-13.49575,-48.3974,8,17,10,12,10,14,181,3,4,38,10,5,16,19,6,12,70,19,14,8,12,0,1,0,2,0,0,0,0
"557",8044,"Minacu",2,-13.49575,-48.3974,7,14,9,12,10,15,245,4,4,40,7,4,14,21,6,13,77,20,16,10,12,0,1,1,0,0,0,1,0
"558",8033,"Minacu",2,-13.49575,-48.3974,9,16,11,12,10,14,204,7,4,35,8,2,14,19,3,12,61,21,15,5,11,0,1,0,0,0,0,0,0
"559",8040,"Minacu",2,-13.49575,-48.3974,9,16,10,12,10,16,191,4,6,26,9,3,14,18,5,12,62,19,15,5,11,0,1,1,0,0,0,0,0
"560",8048,"Minacu",2,-13.49575,-48.3974,8,15,11,14,10,13,204,4,3,30,9,4,14,18,4,11,69,18,14,6,11,0,1,1,0,0,0,0,0
"561",9498,"Minacu",2,-13.49575,-48.3974,7,16,12,12,10,15,184,3,2,31,10,4,12,19,5,13,59,19,16,6,14,0,2,0,0,0,0,0,0
"562",3023,"Minacu",2,-13.49575,-48.3974,7,15,12,12,10,14,182,6,4,30,7,2,14,18,4,12,61,19,14,5,14,1,2,1,0,0,0,1,0
"563",8032,"Minacu",2,-13.49575,-48.3974,7,16,9,14,10,13,199,4,3,30,5,2,14,18,4,12,67,20,15,6,14,1,2,1,0,0,0,1,0
"564",3032,"Minacu",2,-13.49575,-48.3974,7,14,11,12,10,14,225,7,4,40,10,4,15,19,6,12,74,19,15,6,14,0,1,1,0,0,0,0,0
"565",3088,"Minacu",2,-13.49575,-48.3974,7,15,11,12,10,16,229,7,4,37,10,4,14,18,5,14,70,20,15,5,16,1,1,1,0,0,0,0,0
"566",3129,"Minacu",2,-13.49575,-48.3974,8,18,12,13,11,14,223,6,3,31,8,2,14,20,4,12,77,21,15,5,11,0,1,1,0,0,0,1,0
"567",8054,"Minacu",2,-13.49575,-48.3974,7,15,9,12,10,14,212,6,3,29,8,2,14,19,2,12,71,20,16,4,16,0,1,1,0,0,0,1,0
"568",8053,"Minacu",2,-13.49575,-48.3974,7,16,12,12,10,15,221,6,5,32,8,2,14,21,2,11,71,21,14,7,12,0,1,1,0,0,0,1,0
"569",8059,"Minacu",2,-13.49575,-48.3974,9,15,10,12,10,15,219,6,4,38,9,3,16,22,6,11,73,19,15,6,17,0,1,1,0,0,0,0,0
"570",3013,"Minacu",2,-13.49575,-48.3974,9,17,10,12,10,15,206,6,3,26,9,3,14,20,4,12,69,21,15,5,11,0,1,1,0,0,0,0,0
"571",8041,"Minacu",2,-13.49575,-48.3974,8,15,10,14,12,13,199,6,2,31,8,2,14,21,7,12,70,21,14,4,12,0,1,1,0,0,0,1,0
"572",8030,"Minacu",2,-13.49575,-48.3974,8,16,10,13,10,14,231,4,3,40,10,2,14,19,4,13,81,19,16,5,11,0,1,1,2,0,0,1,0
"573",3060,"Minacu",2,-13.49575,-48.3974,7,16,11,12,10,15,214,6,4,34,11,2,13,20,4,13,69,18,16,6,12,1,2,1,0,0,0,1,0
"574",8055,"Minacu",2,-13.49575,-48.3974,9,17,10,14,12,14,212,3,1,24,8,3,14,21,3,14,84,20,16,6,12,1,1,0,0,0,0,1,0
"575",3033,"Minacu",2,-13.49575,-48.3974,7,14,9,13,10,13,210,7,4,39,9,3,15,19,7,12,65,18,15,5,14,0,1,1,0,0,0,0,0
"576",3098,"Minacu",2,-13.49575,-48.3974,7,15,12,12,11,13,197,6,4,35,9,4,14,19,3,12,66,19,14,9,10,0,1,0,0,0,0,0,0
"577",3095,"Minacu",2,-13.49575,-48.3974,7,16,10,12,10,15,195,7,3,31,8,2,14,20,7,11,65,18,15,5,16,0,1,1,0,0,0,1,0
"578",8057,"Minacu",2,-13.49575,-48.3974,8,15,10,12,10,15,216,5,2,34,8,4,14,20,4,13,74,18,15,6,16,1,1,1,0,0,0,0,0
"579",8049,"Minacu",2,-13.49575,-48.3974,8,16,10,12,11,15,191,3,5,26,10,2,14,18,4,12,66,20,14,4,12,1,1,1,0,0,0,0,0
"580",3132,"Minacu",2,-13.49575,-48.3974,7,13,10,12,10,13,197,5,3,35,10,2,15,21,6,12,74,18,16,5,12,1,0,1,0,0,0,0,0
"581",8027,"Minacu",2,-13.49575,-48.3974,8,18,10,12,10,15,217,3,3,29,9,3,14,21,7,13,67,19,16,6,13,1,2,0,2,0,0,0,0
"582",3036,"Minacu",2,-13.49575,-48.3974,8,15,10,12,10,13,184,3,2,23,8,2,14,21,4,13,69,19,16,5,12,1,2,0,0,0,0,1,0
"583",3078,"Minacu",2,-13.49575,-48.3974,8,16,11,12,10,15,216,6,2,34,10,2,14,21,4,11,69,18,15,5,13,1,1,1,0,0,0,0,0
"584",8022,"Minacu",2,-13.49575,-48.3974,7,15,10,12,8,13,180,6,4,33,7,4,14,19,3,13,69,19,17,7,11,0,1,1,0,0,0,0,0
"585",8008,"Minacu",2,-13.49575,-48.3974,7,17,11,12,10,14,177,6,4,30,8,2,14,21,5,11,64,18,15,5,11,0,1,1,0,0,0,1,0
"586",3100,"Minacu",2,-13.49575,-48.3974,8,14,11,12,10,15,194,4,4,30,9,3,14,20,4,12,64,19,16,5,15,0,1,1,0,0,0,0,0
"587",3127,"Minacu",2,-13.49575,-48.3974,8,15,10,12,10,14,187,4,3,29,9,2,14,21,5,13,68,20,16,7,15,1,1,1,0,0,0,0,0
"588",3075,"Minacu",2,-13.49575,-48.3974,8,16,10,13,10,14,171,4,4,31,10,4,14,19,4,11,61,19,15,5,14,0,1,1,2,1,0,0,0
"589",3042,"Minacu",2,-13.49575,-48.3974,8,15,9,12,10,14,162,10,6,38,10,2,14,20,4,13,64,18,16,6,13,1,1,1,0,0,0,0,0
"590",3130,"Minacu",2,-13.49575,-48.3974,7,17,10,12,10,14,155,4,3,31,9,4,14,18,6,12,52,20,14,4,13,0,1,1,2,0,0,0,0
"591",3034,"Minacu",2,-13.49575,-48.3974,8,17,11,12,10,14,147,6,4,28,9,4,14,18,3,11,58,22,13,5,11,0,1,1,0,0,0,1,0
"592",3105,"Minacu",2,-13.49575,-48.3974,8,15,10,11,10,14,161,7,3,31,9,4,14,19,2,12,66,18,14,6,10,1,1,1,0,0,0,0,0
"593",3119,"Minacu",2,-13.49575,-48.3974,7,15,9,12,10,14,146,5,3,34,9,5,15,18,5,12,56,19,17,7,11,1,1,1,2,1,0,0,0
"594",3082,"Minacu",2,-13.49575,-48.3974,8,16,9,12,10,15,147,5,4,32,10,5,14,21,4,11,54,19,15,6,13,1,1,0,2,0,0,0,0
"595",3068,"Minacu",2,-13.49575,-48.3974,8,16,11,12,11,15,154,6,3,31,9,3,14,20,6,12,59,20,16,7,14,1,2,1,0,0,0,0,0
"596",3052,"Minacu",2,-13.49575,-48.3974,8,15,9,10,8,13,235,7,3,40,8,3,14,18,4,12,58,20,14,5,12,1,1,1,0,0,0,1,0
"597",3058,"Minacu",2,-13.49575,-48.3974,6,16,12,12,10,13,147,6,5,38,9,5,14,18,4,11,51,18,15,5,13,0,1,0,2,0,0,0,0
"598",3112,"Minacu",2,-13.49575,-48.3974,7,14,10,12,10,14,145,7,3,31,9,4,14,17,3,12,58,20,15,5,13,0,1,1,2,0,0,0,0
"599",3040,"Minacu",2,-13.49575,-48.3974,7,16,9,12,10,13,145,7,4,29,9,5,13,18,5,12,56,19,16,6,12,0,1,1,0,0,0,0,0
"600",3110,"Minacu",2,-13.49575,-48.3974,7,17,11,10,9,13,154,5,3,30,7,2,14,16,4,12,63,21,16,5,0,1,1,1,0,0,0,2,1
"601",3104,"Minacu",2,-13.49575,-48.3974,7,15,10,12,11,13,147,6,4,36,9,2,14,18,4,12,58,21,17,6,10,0,1,1,0,0,0,0,0
"602",3063,"Minacu",2,-13.49575,-48.3974,7,14,9,12,10,12,161,6,4,31,7,2,13,19,5,12,58,18,15,4,14,1,1,1,0,0,0,0,0
"603",3114,"Minacu",2,-13.49575,-48.3974,7,11,10,11,10,12,157,4,3,33,7,4,14,18,3,11,60,21,14,4,11,0,1,1,0,0,0,0,0
"604",3071,"Minacu",2,-13.49575,-48.3974,7,15,9,12,10,12,166,7,4,36,8,3,14,17,4,12,55,19,14,3,11,0,1,1,2,0,0,0,0
"605",864,"Mineiros",NA,-17.56,-52.55,8,14,11,12,10,13,206,4,3,38,10,3,14,19,3,12,74,20,14,5,13,1,2,0,0,0,0,0,0
"606",53068,"MonteAlegre",7,-13.09325,-47.02351,9,15,12,12,10,16,305,7,6,47,11,4,14,20,7,12,92,19,16,6,13,0,1,0,0,0,0,2,0
"607",53066,"MonteAlegre",7,-13.09325,-47.02351,9,16,12,10,10,15,212,4,4,38,6,2,14,20,7,12,81,20,15,7,13,0,1,1,2,0,0,2,0
"608",53051,"MonteAlegre",7,-13.09325,-47.02351,9,17,10,10,8,16,246,6,3,39,12,4,14,17,7,12,78,20,17,6,13,0,1,0,0,0,0,1,0
"609",53083,"MonteAlegre",7,-13.09325,-47.02351,9,15,11,10,10,16,229,4,4,38,6,2,13,19,8,13,85,20,15,7,13,0,1,0,2,1,0,1,0
"610",53059,"MonteAlegre",7,-13.09325,-47.02351,9,16,10,10,10,15,248,5,4,37,11,4,14,19,8,14,85,19,15,6,12,0,1,0,2,0,0,1,0
"611",53078,"MonteAlegre",7,-13.09325,-47.02351,8,15,10,10,9,15,231,4,6,32,8,3,14,18,11,12,84,18,15,8,13,0,1,0,2,0,0,1,0
"612",53054,"MonteAlegre",7,-13.09325,-47.02351,9,17,11,12,10,16,253,6,4,41,12,2,14,20,7,12,84,20,15,7,12,0,1,1,0,0,0,1,0
"613",53082,"MonteAlegre",7,-13.09325,-47.02351,8,15,11,10,10,16,282,5,2,42,11,3,14,21,6,13,80,20,15,6,12,0,1,1,2,0,0,1,0
"614",53074,"MonteAlegre",7,-13.09325,-47.02351,9,15,10,12,10,16,245,5,5,32,0,0,14,21,6,12,86,20,14,8,13,0,2,0,2,1,1,2,0
"615",53084,"MonteAlegre",7,-13.09325,-47.02351,8,12,12,9,10,17,254,4,5,40,0,0,14,21,7,13,86,20,15,8,16,0,1,1,2,0,1,2,0
"616",53075,"MonteAlegre",7,-13.09325,-47.02351,9,15,9,10,10,17,231,7,5,39,8,2,14,20,6,13,80,19,16,7,13,0,1,1,2,0,0,1,0
"617",53058,"MonteAlegre",7,-13.09325,-47.02351,9,17,9,10,10,17,263,4,4,38,9,2,14,21,8,12,85,20,14,10,12,0,1,0,2,0,0,1,0
"618",53077,"MonteAlegre",7,-13.09325,-47.02351,9,16,10,10,9,13,274,6,4,43,11,3,14,19,6,12,82,20,15,7,11,0,1,1,2,0,0,0,0
"619",53076,"MonteAlegre",7,-13.09325,-47.02351,10,15,11,10,10,15,266,6,4,39,8,3,14,20,5,12,88,21,15,6,11,0,1,1,2,0,0,2,0
"620",53080,"MonteAlegre",7,-13.09325,-47.02351,9,16,10,10,8,15,255,8,5,43,9,2,14,21,6,12,76,18,15,6,12,0,1,1,2,1,0,1,0
"621",53060,"MonteAlegre",7,-13.09325,-47.02351,9,15,11,10,8,16,248,5,4,41,9,2,14,20,7,12,82,19,14,6,14,0,1,0,0,0,0,1,0
"622",53062,"MonteAlegre",7,-13.09325,-47.02351,9,16,9,11,10,16,269,4,4,42,9,2,14,21,6,13,91,21,11,5,12,0,1,0,0,0,0,1,0
"623",53057,"MonteAlegre",7,-13.09325,-47.02351,8,15,10,10,10,15,249,8,4,39,9,2,14,21,7,12,75,20,15,7,14,0,1,1,0,0,0,2,0
"624",53071,"MonteAlegre",7,-13.09325,-47.02351,9,15,11,8,8,15,251,6,5,38,11,2,15,21,6,12,89,19,16,7,11,0,1,1,0,0,0,2,0
"625",53052,"MonteAlegre",7,-13.09325,-47.02351,9,17,10,10,9,16,256,6,5,41,11,3,14,20,6,13,87,19,17,8,10,0,1,1,0,0,0,1,0
"626",53085,"MonteAlegre",7,-13.09325,-47.02351,9,15,11,9,10,15,271,6,4,38,13,3,14,22,5,11,86,19,16,8,12,0,2,0,2,0,0,2,0
"627",53055,"MonteAlegre",7,-13.09325,-47.02351,9,16,11,9,10,16,251,6,7,42,8,2,14,19,5,12,81,21,15,8,10,0,1,0,2,0,0,2,0
"628",53061,"MonteAlegre",7,-13.09325,-47.02351,9,16,10,12,10,16,253,6,7,49,10,2,14,20,7,13,89,21,16,10,13,0,1,1,2,0,0,0,0
"629",53073,"MonteAlegre",7,-13.09325,-47.02351,9,15,10,10,8,16,245,8,5,40,10,5,14,19,6,13,72,20,15,8,12,0,1,1,0,0,0,0,0
"630",53063,"MonteAlegre",7,-13.09325,-47.02351,10,15,9,10,8,16,234,6,3,40,10,5,14,22,5,12,83,21,15,6,13,0,1,1,2,0,0,0,0
"631",53069,"MonteAlegre",7,-13.09325,-47.02351,10,15,9,8,8,16,248,4,5,40,9,5,14,21,7,13,82,21,15,11,14,0,1,1,0,0,0,1,0
"632",53064,"MonteAlegre",7,-13.09325,-47.02351,9,16,10,10,8,17,282,6,5,37,9,5,14,21,9,11,88,20,15,6,13,0,1,0,2,0,0,0,0
"633",53079,"MonteAlegre",7,-13.09325,-47.02351,9,15,9,11,9,15,245,4,4,39,10,4,14,21,6,14,80,17,16,8,13,0,1,0,2,0,0,0,0
"634",53053,"MonteAlegre",7,-13.09325,-47.02351,10,14,9,10,8,15,255,3,4,40,12,4,14,21,7,12,87,20,16,8,16,0,1,1,2,0,0,0,0
"635",53072,"MonteAlegre",7,-13.09325,-47.02351,9,16,11,10,8,16,230,4,3,40,11,4,14,23,6,12,68,19,14,7,15,0,1,1,2,0,0,0,0
"636",53081,"MonteAlegre",7,-13.09325,-47.02351,11,16,9,10,8,15,253,6,4,37,11,5,13,21,8,12,89,20,15,7,10,0,1,1,2,0,0,0,0
"637",53067,"MonteAlegre",7,-13.09325,-47.02351,9,15,11,10,9,15,255,4,3,34,9,5,14,20,6,12,88,19,15,6,12,0,1,1,2,0,0,0,0
"638",53070,"MonteAlegre",7,-13.09325,-47.02351,10,17,10,10,10,16,255,5,4,36,10,5,14,20,6,13,86,21,16,7,13,0,1,0,2,1,0,0,0
"639",53056,"MonteAlegre",7,-13.09325,-47.02351,10,16,11,10,8,13,265,6,4,39,11,5,14,21,7,13,84,21,14,7,12,0,2,0,2,0,0,0,0
"640",53065,"MonteAlegre",7,-13.09325,-47.02351,9,15,12,8,8,16,242,6,4,43,11,5,12,20,6,12,89,21,16,7,12,0,1,0,2,0,0,0,0
"641",69370,"MonteAlegre",7,-13.09325,-47.02351,6,15,10,12,10,12,172,7,4,38,7,2,14,20,6,12,56,19,15,7,16,1,2,1,0,0,0,1,0
"642",77824,"Niquelandia",NA,-14.27,-48.27,8,16,10,12,10,12,152,7,4,36,8,4,14,19,5,11,60,22,15,4,10,1,1,1,2,0,0,0,0
"643",90093,"Niquelandia",NA,-14.27,-48.27,7,14,9,12,10,13,175,5,4,35,10,4,14,21,5,10,64,22,16,3,16,1,1,1,0,0,0,0,0
"644",90095,"Niquelandia",NA,-14.27,-48.27,6,16,11,12,10,13,176,6,5,32,9,3,13,18,4,11,67,19,14,6,14,1,1,1,2,0,0,1,0
"645",90094,"Niquelandia",NA,-14.27,-48.27,6,14,9,11,10,10,179,6,2,33,7,4,14,17,4,12,58,20,16,5,13,1,2,0,0,0,0,0,0
